pincode,district,state,population,total_txn,valid_population,txn_per_100k,district_median,district_std,capacity_stress_index,capacity_class
127042,Bhiwani,Gujrat,34251.166666666664,3433.0,True,10023.016247621736,9244.502336985672,45609.92642434963,0.017068957827137406,balanced
127043,Bhiwani,Gujrat,54946.5,3378.0,True,6147.7983129043705,9244.502336985672,45609.92642434963,-0.06789539617472554,balanced
127045,Bhiwani,Gujrat,14057.0,995.0,True,7078.323966706978,9244.502336985672,45609.92642434963,-0.0474935730026138,balanced
127046,Bhiwani,Gujrat,54280.833333333336,6385.0,True,11762.899734405944,9244.502336985672,45609.92642434963,0.05521599342190089,balanced
127111,Bhiwani,Gujrat,64560.833333333336,4443.0,True,6881.8814296593655,9244.502336985672,45609.92642434963,-0.05180058580548337,balanced
127114,Bhiwani,Gujrat,57895.833333333336,3158.0,True,5454.623965455199,9244.502336985672,45609.92642434963,-0.08309327965736822,balanced
127201,Charkhi Dadri,Gujrat,43964.416666666664,9559.0,True,21742.58349081549,9039.238216516116,6270.603212719945,2.025856977926874,under_served
127306,Bhiwani,Gujrat,71008.75,12939.0,True,18221.698030172338,9244.502336985672,45609.92642434963,0.19682548070049152,balanced
127307,Charkhi Dadri,Gujrat,25996.25,2390.0,True,9193.633697167861,9039.238216516116,6270.603212719945,0.02462210977383373,balanced
127308,Charkhi Dadri,Gujrat,63374.833333333336,6562.0,True,10354.267861322449,9039.238216516116,6270.603212719945,0.20971341993682355,balanced
127309,Bhiwani,Gujrat,53353.583333333336,5918.0,True,11092.038491635207,9244.502336985672,45609.92642434963,0.04050732591542171,balanced
127310,Bhiwani,Gujrat,64032.916666666664,5145.0,True,8034.929951392188,9244.502336985672,45609.92642434963,-0.02651993722462427,balanced
127311,Charkhi Dadri,Gujrat,41787.0,120.0,True,287.1706511594515,9039.238216516116,6270.603212719945,-1.395729767688547,over_served
127312,Charkhi Dadri,Gujrat,37680.166666666664,1435.0,True,3808.3695666597373,9039.238216516116,6270.603212719945,-0.8341890680063346,balanced
132001,Karnal,Gujrat,9438.25,44736.0,True,473986.17328424234,13910.390389184822,119177.67685645545,3.860419124037798,under_served
132022,Karnal,Gujrat,21355.083333333332,2123.0,True,9941.426904601169,13910.390389184822,119177.67685645545,-0.033302910320731495,balanced
132023,Karnal,Gujrat,34664.416666666664,2379.0,True,6862.945431554453,13910.390389184822,119177.67685645545,-0.059133934672335686,balanced
132024,Karnal,Gujrat,49406.083333333336,6880.0,True,13925.410669738712,13910.390389184822,119177.67685645545,0.00012603266777872749,balanced
132036,Karnal,Gujrat,51986.583333333336,4146.0,True,7975.134610051631,13910.390389184822,119177.67685645545,-0.0498017408602616,balanced
132037,Karnal,Gujrat,78842.16666666667,3301.0,True,4186.845871392846,13910.390389184822,119177.67685645545,-0.08158863953610691,balanced
132039,Karnal,Gujrat,65208.083333333336,11882.0,True,18221.667303516817,13910.390389184822,119177.67685645545,0.03617520518985068,balanced
132040,Karnal,Gujrat,18231.25,3695.0,True,20267.398011655812,13910.390389184822,119177.67685645545,0.05334059020237272,balanced
132041,Karnal,Gujrat,66425.16666666667,9240.0,True,13910.390389184822,13910.390389184822,119177.67685645545,0.0,balanced
132046,Karnal,Gujrat,36542.0,3044.0,True,8330.140660062394,13910.390389184822,119177.67685645545,-0.04682294433246594,balanced
132054,Karnal,Gujrat,38357.666666666664,4974.0,True,12967.420680785242,13910.390389184822,119177.67685645545,-0.007912301475177666,balanced
132101,Panipat,Gujrat,39680.0,11466.0,True,28896.169354838712,8417.143527298085,18738.948760145482,1.0928588412118394,under_served
132102,Panipat,Gujrat,2125.6666666666665,1493.0,True,70236.78845852282,8417.143527298085,18738.948760145482,3.298992153855742,under_served
132104,Panipat,Gujrat,109056.91666666667,6445.0,True,5909.758130884255,8417.143527298085,18738.948760145482,-0.1338060863769801,balanced
132105,Panipat,Gujrat,34280.75,1830.0,True,5338.272937435733,8417.143527298085,18738.948760145482,-0.16430327171877324,balanced
132106,Panipat,Gujrat,5542.0,179.0,True,3229.8809094189824,8417.143527298085,18738.948760145482,-0.2768171621724863,balanced
132107,Panipat,Gujrat,82391.41666666667,5840.0,True,7088.116986296104,8417.143527298085,18738.948760145482,-0.07092321762619852,balanced
132108,Panipat,Gujrat,30602.916666666668,2525.0,True,8250.847549933966,8417.143527298085,18738.948760145482,-0.00887434932944598,balanced
132113,Panipat,Gujrat,29951.083333333332,7685.0,True,25658.504283373168,8417.143527298085,18738.948760145482,0.920081535883405,balanced
132114,Karnal,Gujrat,115459.0,18341.0,True,15885.292614694394,13910.390389184822,119177.67685645545,0.01657107503352544,balanced
132115,Panipat,Gujrat,10090.583333333334,1464.0,True,14508.576478069488,8417.143527298085,18738.948760145482,0.3250680189556221,balanced
132116,Karnal,Gujrat,51468.583333333336,8352.0,True,16227.374952033844,13910.390389184822,119177.67685645545,0.019441430844802703,balanced
