district,pincodes,population,total_txn,bio_txn,demo_txn,enroll_txn,presence_without_usage_pct,mean_demand_diversity,bio_share,demo_share,enroll_share
Bara Banki,28,2352518.3333333335,172769.0,104780.0,61263.0,6726.0,0.0,0.7159515602086891,0.6064745411503221,0.3545948636618838,0.038930595187794105
Barabanki,11,1205508.6666666667,121031.0,68371.0,46293.0,6367.0,0.0,0.7431365279928923,0.5649048590856888,0.3824887838652907,0.052606357049020495
Baramula,14,214488.08333333334,94135.0,65287.0,25096.0,3752.0,0.0,0.648052114127825,0.6935465023636267,0.2665958463908217,0.0398576512455516
Baran,13,1276899.1666666667,148446.0,80413.0,61478.0,6555.0,0.0,0.7388960800073667,0.5416986648343506,0.4141438637619067,0.04415747140374277
Barddhaman,104,600975.5,194214.0,178128.0,0.0,16086.0,0.0,0.22278667733799168,0.9171738391671044,0.0,0.08282616083289566
Bardez,3,53221.083333333336,3676.0,2555.0,1048.0,73.0,0.0,0.6224631679715794,0.6950489662676823,0.2850924918389554,0.01985854189336235
Bardhaman,25,322505.4166666666,64494.0,59320.0,0.0,5174.0,0.0,0.24144288957002458,0.9197754829906658,0.0,0.0802245170093342
Bareilly,31,4668443.833333333,673153.0,305843.0,325920.0,41390.0,0.0,0.7226184401715898,0.4543439604369289,0.4841692750385128,0.06148676452455831
Bargarh,23,1625268.4166666667,105466.0,69453.0,30987.0,5026.0,0.0,0.7030521492299302,0.6585345040107713,0.2938103274989096,0.04765516849031916
Barmer,23,2539232.8333333335,252490.0,159606.0,75583.0,17301.0,0.0,0.7341419493230019,0.6321280050695077,0.29935046932551784,0.06852152560497446
Barnala,9,275772.3333333333,43274.0,32306.0,10968.0,0.0,0.0,0.5013565452911773,0.7465452696769422,0.2534547303230577,0.0
Barpeta,17,1631069.6666666667,147323.0,90674.0,43442.0,13207.0,0.0,0.7629671159299654,0.6154775561181893,0.2948758849602574,0.08964655892155332
Barwani,8,1352321.5,230523.0,157791.0,50866.0,21866.0,0.0,0.7010639049005564,0.6844913522728752,0.2206547719750307,0.09485387575209416
Bastar,8,800357.1666666666,163151.0,97822.0,59017.0,6312.0,0.0,0.7112354792641753,0.5995795306188746,0.36173238288456705,0.0386880864965584
Basti,22,2401362.9166666665,187545.0,98309.0,76188.0,13048.0,0.0,0.7864545767678952,0.5241888613399451,0.40623850275933776,0.06957263590071716
Bathinda,21,801376.5833333334,135566.0,91978.0,43588.0,0.0,0.0,0.47675176714269135,0.6784739536461944,0.32152604635380555,0.0
Baudh,3,177952.16666666666,11370.0,8476.0,2442.0,452.0,0.0,0.6176540571188176,0.7454705364995603,0.21477572559366753,0.03975373790677221
Beawar,3,87413.58333333333,18956.0,10677.0,7365.0,914.0,0.0,0.755080709247652,0.5632517408736021,0.38853133572483645,0.04821692340156151
Beed,18,875275.8333333334,216720.0,141460.0,69662.0,5598.0,0.0,0.662095015464249,0.6527316352897748,0.321437799926172,0.025830564784053156
Begusarai,31,1111065.5,281118.0,150746.0,116390.0,13982.0,0.0,0.7555223055965354,0.5362374518885308,0.41402542704487083,0.04973712106659837
Belagavi,53,1858899.6666666667,143226.0,91427.0,44012.0,7787.0,0.0,0.713436709641948,0.6383408040439585,0.3072905757334562,0.05436862022258528
Belgaum,57,2026927.5833333333,205042.0,127471.0,67473.0,10098.0,0.0,0.7168399089724786,0.6216823870231465,0.3290691663171448,0.04924844665970874
Bellary,19,511770.9166666667,76504.0,51014.0,21584.0,3906.0,0.0,0.6614997198895235,0.6668148070689114,0.2821290390044965,0.051056153926592074
Bemetara,5,421724.25,109231.0,77671.0,29461.0,2099.0,0.0,0.6068084363468044,0.7110710329485219,0.2697128104658934,0.01921615658558468
Bengaluru,63,670186.25,435443.0,251482.0,151739.0,32222.0,0.0,0.7036738737407868,0.5775313875754117,0.34847040829683795,0.07399820412775036
Bengaluru Rural,1,53689.083333333336,212.0,145.0,65.0,2.0,0.0,0.6064616146226428,0.6839622641509434,0.30660377358490565,0.009433962264150943
Bengaluru South,8,429060.6666666667,44185.0,23783.0,18317.0,2085.0,0.0,0.7304531570457774,0.5382595903587191,0.41455244992644563,0.04718795971483535
Betul,19,1683343.0833333333,229820.0,177974.0,42980.0,8866.0,0.0,0.5192016348086819,0.7744060569141067,0.18701592550691845,0.03857801757897485
Bhabua,2,551224.4166666667,31428.0,16698.0,13330.0,1400.0,0.0,0.7492062407578581,0.5313096601756395,0.42414407534682447,0.04454626447753596
Bhadohi,7,341689.8333333333,58067.0,32712.0,22981.0,2374.0,0.0,0.744849333004555,0.5633492345049684,0.39576695885787105,0.04088380663716052
Bhadrak,32,1768865.75,125986.0,87055.0,34361.0,4570.0,0.0,0.653305466798909,0.6909894750210341,0.27273665327893576,0.036273871700030165
Bhagalpur,29,2935931.5,235879.0,114357.0,103291.0,18231.0,0.0,0.7416935043143311,0.4848121282521971,0.43789824443888603,0.07728962730891686
Bhandara,19,1185682.9166666665,152442.0,108969.0,40149.0,3324.0,0.0,0.5812427853541335,0.7148226866611563,0.2633722989727241,0.021805014366119573
Bharatpur,31,2185456.0833333335,246414.0,140880.0,89160.0,16374.0,0.0,0.7843534581473699,0.5717207626190071,0.3618300908227617,0.06644914655823127
Bharuch,39,1540797.25,126163.0,78760.0,42674.0,4729.0,0.0,0.6658131360019823,0.6242717754016629,0.33824496881019,0.03748325578814708
Bhavnagar,37,1886031.9166666667,191091.0,127311.0,52725.0,11055.0,0.0,0.6768388083836804,0.6662323186335306,0.27591566321804795,0.05785201814842143
Bhilwara,36,2458860.4166666665,261607.0,144160.0,105003.0,12444.0,0.0,0.7043481713750301,0.5510555910201179,0.40137687447201337,0.04756753450786867
Bhind,20,1461983.8333333333,156068.0,94900.0,45947.0,15221.0,0.0,0.7688173110298985,0.6080682779301331,0.29440372145475047,0.09752800061511649
Bhiwani,21,881945.5833333334,114973.0,77775.0,33568.0,3630.0,0.0,0.5676290928786394,0.6764631696137354,0.29196420029050296,0.03157263009576161
Bhojpur,40,3504730.6666666665,250670.0,105297.0,128337.0,17036.0,0.0,0.7928547177635101,0.4200622332149838,0.511975904575737,0.06796186220927913
Bhopal,39,537086.5833333334,291657.0,206540.0,70818.0,14299.0,0.0,0.6036310960048281,0.7081606133231845,0.24281261893251319,0.04902676774430238
Bid,10,444291.4166666666,190687.0,116878.0,67147.0,6662.0,0.0,0.6583083595802816,0.6129311384625066,0.35213202787814585,0.034936833659347515
Bidar,25,1514803.3333333333,131389.0,87194.0,38083.0,6112.0,0.0,0.68957303857625,0.6636324197611673,0.28984922634314897,0.04651835389568381
Bijapur,30,1409070.0,147698.0,95366.0,42525.0,9807.0,0.0,0.7447836656643075,0.6456824059906024,0.2879185906376525,0.06639900337174505
Bijnor,28,2977160.9166666665,439780.0,209617.0,211404.0,18759.0,0.0,0.749246474035811,0.47664059302378464,0.48070398835781525,0.04265541861840011
Bikaner,27,1360475.5,221920.0,136798.0,70298.0,14824.0,0.0,0.7190797701992159,0.6164293439077145,0.31677180966113916,0.06679884643114636
Bilaspur,42,1602031.6666666667,398441.0,218619.0,167634.0,12188.0,0.0,0.6065310623375053,0.5486860036994184,0.4207247748098213,0.030589221490760238
Birbhum,48,147945.5,116707.0,101970.0,0.0,14737.0,0.0,0.26329221804181785,0.8737265116916723,0.0,0.12627348830832769
Bishnupur,1,7286.333333333333,27694.0,12272.0,15134.0,288.0,0.0,0.6720857610414332,0.44312847548205386,0.5464721600346646,0.010399364483281577
Biswanath,8,332389.5833333333,18024.0,11406.0,5556.0,1062.0,0.0,0.7290045331207157,0.6328229027962716,0.30825565912117175,0.05892143808255659
Bokaro,34,1346341.0,216353.0,129645.0,79832.0,6876.0,0.0,0.6705365406253997,0.599229037730006,0.3689895679745601,0.03178139429543385
Bongaigaon,12,911884.4166666666,103563.0,64625.0,33281.0,5657.0,0.0,0.7252467678690021,0.6240162992574568,0.3213599451541574,0.054623755588385815
Botad,8,279130.9166666667,36434.0,23620.0,10111.0,2703.0,0.0,0.6831495376377775,0.6482955481143986,0.277515507493001,0.07418894439260032
Boudh,8,334008.4166666667,26102.0,17994.0,6984.0,1124.0,0.0,0.6573439333838456,0.6893724618803156,0.26756570377748834,0.043061834342196
Budaun,23,2518215.0833333335,243627.0,103317.0,126323.0,13987.0,0.0,0.7713510355553482,0.4240786119765051,0.518509853177193,0.05741153484630193
Budgam,5,89441.91666666667,44655.0,27100.0,15852.0,1703.0,0.0,0.660975947043032,0.6068749300190348,0.35498824319785016,0.038136826783114995
Bulandshahar,5,86891.83333333333,61689.0,34131.0,24531.0,3027.0,0.0,0.764821253267396,0.5532753002966493,0.3976559840490201,0.049068715654330596
Bulandshahr,44,2782833.6666666665,240700.0,125196.0,102213.0,13291.0,0.0,0.7234185237132139,0.520132945575405,0.424648940589946,0.05521811383464894
Buldana,15,667209.0833333334,233686.0,151364.0,75557.0,6765.0,0.0,0.6505289576850845,0.647723868781185,0.3233270285768082,0.028949102642006796
Buldhana,15,440916.1666666667,119449.0,82021.0,34836.0,2592.0,0.0,0.6154482939935648,0.6866612529196561,0.2916391095781463,0.02169963750219759
Bundi,18,1177404.6666666667,113875.0,64499.0,43657.0,5719.0,0.0,0.7258088095820564,0.5664017563117454,0.3833765093304061,0.05022173435784852
Burhanpur,3,425940.75,35923.0,26609.0,5314.0,4000.0,0.0,0.6493280779703037,0.7407232135400719,0.14792751162208057,0.11134927483784762
Buxar,23,1932160.1666666667,110482.0,51913.0,51812.0,6757.0,0.0,0.795159356189846,0.4698774460998172,0.4689632700349378,0.061159283865245016
Cachar,49,1987054.75,151174.0,88925.0,43706.0,18543.0,0.0,0.807420532959814,0.5882294574463863,0.289110561339913,0.12265998121370077
Central Delhi,10,0.0,105649.0,52872.0,48659.0,4118.0,0.0,0.6201088265643677,0.500449601983928,0.4605722723357533,0.03897812568031879
Chamarajanagar,6,347744.1666666667,20077.0,13911.0,5036.0,1130.0,0.0,0.695537227735027,0.6928824027494147,0.25083428799123375,0.056283309259351495
Chamarajanagar *,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Chamba,26,2100.25,58717.0,36791.0,19976.0,1950.0,0.0,0.6516938582119398,0.6265817395302894,0.34020811689970537,0.03321014357000528
Chamoli,27,692470.75,46223.0,34102.0,10734.0,1387.0,0.0,0.5849445458793099,0.7377712394262597,0.23222205395582285,0.030006706617917486
Champawat,9,353526.3333333333,41785.0,28117.0,12617.0,1051.0,0.0,0.6293064681581628,0.6728969725978222,0.3019504606916358,0.02515256671054206
Champhai,4,69683.16666666666,25186.0,16905.0,5729.0,2552.0,0.0,0.6387354980647331,0.6712062256809338,0.22746764075279918,0.10132613356626698
Chamrajanagar,9,509348.6666666667,28669.0,19419.0,7552.0,1698.0,0.0,0.6940506559092569,0.6773518434546025,0.2634204192681991,0.05922773727719837
Chamrajnagar,5,374041.0,18217.0,12333.0,4926.0,958.0,0.0,0.6590166364918757,0.6770049953340287,0.27040676291376187,0.052588241752209476
Chandauli,18,2240372.3333333335,252009.0,118046.0,115304.0,18659.0,0.0,0.7721725689353831,0.4684197786586987,0.4575392148693102,0.07404100647199108
Chandel,5,237968.58333333334,81013.0,35020.0,44789.0,1204.0,0.0,0.7302929364399491,0.43227630133435374,0.5528618863639169,0.014861812301729352
Chandigarh,26,47784.333333333336,187725.0,109020.0,75548.0,3157.0,0.0,0.6248604548419177,0.5807431082700759,0.40243973897989077,0.016817152750033294
Chandrapur,33,1488425.5833333333,272524.0,176712.0,90731.0,5081.0,0.0,0.6024485594729594,0.6484272944768167,0.33292847602413,0.018644229499053293
Changlang,7,98612.75,23752.0,16277.0,6389.0,1086.0,0.0,0.6575437392618989,0.6852896598181206,0.26898787470528795,0.045722465476591444
Charaideo,9,459464.4166666667,26249.0,16507.0,8135.0,1607.0,0.0,0.723772831163164,0.628862051887691,0.30991656825021907,0.06122137986208998
Charkhi Dadri,8,336853.25,29868.0,19946.0,8905.0,1017.0,0.0,0.6821559889714245,0.6678050087049685,0.29814517209053165,0.0340498192044998
Chatra,9,1491034.5,167709.0,99060.0,60438.0,8211.0,0.0,0.7485313086297389,0.5906659749923976,0.36037421963043126,0.04895980537717117
Chatra *,1,0.0,2.0,1.0,0.0,1.0,0.0,0.6309297535714574,0.5,0.0,0.5
Chengalpattu,20,458796.9166666667,78937.0,48405.0,27332.0,3200.0,0.0,0.6909908010915966,0.6132105349835945,0.3462508076060656,0.04053865741033989
Chennai,69,233963.4166666667,430239.0,268383.0,148319.0,13537.0,0.0,0.6863081295764836,0.6237997949976641,0.3447362977321907,0.0314639072701452
Chhatarpur,20,1532060.25,246097.0,170424.0,55810.0,19863.0,0.0,0.6998970562054199,0.6925074259336765,0.2267804971210539,0.08071207694526955
Chhatrapati Sambhajinagar,12,536306.0,111180.0,74811.0,32620.0,3749.0,0.0,0.6408107914038643,0.672881813275769,0.29339809318222704,0.033720093542003955
Chhindwara,23,1808612.5,227799.0,154201.0,64120.0,9478.0,0.0,0.640343680818518,0.6769169311542192,0.2814762136796035,0.0416068551661772
Chhotaudepur,12,818683.3333333334,81247.0,62569.0,15036.0,3642.0,0.0,0.5800497319204021,0.7701084347729762,0.18506529471857422,0.04482627050844954
Chickmagalur,21,454473.3333333333,33180.0,23125.0,8784.0,1271.0,0.0,0.6236423385902431,0.696955997588909,0.2647377938517179,0.03830620855937312
Chikkaballapur,19,1402575.0,68730.0,37211.0,28390.0,3129.0,0.0,0.7480349697530204,0.541408409719191,0.4130656190891896,0.04552597119161938
Chikkamagaluru,18,376041.9166666667,20355.0,14069.0,5404.0,882.0,0.0,0.6153868198215273,0.6911815278801278,0.2654875951854581,0.04333087693441415
Chikmagalur,8,235095.41666666666,22541.0,15422.0,6306.0,813.0,0.0,0.5970277444555578,0.6841755024178164,0.2797568874495364,0.03606761013264718
Chirang,6,489045.3333333333,28563.0,16928.0,9019.0,2616.0,0.0,0.801754953126035,0.5926548331757868,0.3157581486538529,0.09158701817036026
Chitradurga,40,1841500.0833333333,122503.0,69300.0,47681.0,5522.0,0.0,0.6811418124398005,0.5657004318261594,0.3892231210664229,0.045076447107417775
Chitrakoot,7,987782.5,108125.0,59981.0,41817.0,6327.0,0.0,0.7808729837009795,0.5547375722543353,0.38674682080924855,0.058515606936416185
Chittaurgarh,8,397521.9166666667,67956.0,37165.0,28175.0,2616.0,0.0,0.6791965416839797,0.5468979928188828,0.4146065100947672,0.03849549708634999
Chittoor,86,3597941.25,456416.0,277195.0,168707.0,10514.0,0.0,0.6437615411721853,0.6073297167496319,0.3696342810068008,0.02303600224356727
Chittorgarh,26,1002397.5,94752.0,50471.0,39811.0,4470.0,0.0,0.7147681824419938,0.5326642181695374,0.4201599966227626,0.0471757852077001
Chumukedima,1,34145.333333333336,4950.0,3934.0,1016.0,0.0,0.0,0.4620358950589014,0.7947474747474748,0.20525252525252524,0.0
Churachandpur,9,248001.08333333334,87013.0,43006.0,38219.0,5788.0,0.0,0.739177364919796,0.4942479859331364,0.43923321802489285,0.06651879604197074
Churu,25,1838911.3333333333,223479.0,130942.0,78409.0,14128.0,0.0,0.7328867229060522,0.5859252994688539,0.3508562325766627,0.06321846795448342
Coimbatore,103,1247904.9166666667,336599.0,217653.0,108861.0,10085.0,0.0,0.6604440502826886,0.6466240244326334,0.3234145080644922,0.02996146750287434
Cooch Behar,22,138062.8333333333,64158.0,49641.0,0.0,14517.0,0.0,0.3882459519293405,0.773730477882727,0.0,0.22626952211727297
Cuddalore,59,2147450.6666666665,238348.0,156469.0,72344.0,9535.0,0.0,0.6734328424824553,0.656472888381694,0.30352258042861696,0.040004531189689024
Cuddapah,52,1331571.0,159766.0,110556.0,44866.0,4344.0,0.0,0.6149835096246977,0.6919870310328856,0.28082320393575605,0.02718976503135836
Cuttack,65,2372865.5,182706.0,132610.0,44526.0,5570.0,0.0,0.5870009119784245,0.7258108655435508,0.24370299825949887,0.030486136196950293
