pincode,district,months_observed,consistency_score,quality_tier
282001,Agra,12,0.6164793307533322,high_consistency
282002,Agra,12,0.530076731725211,low_consistency
282003,Agra,12,0.5340802193569202,low_consistency
282004,Agra,12,0.5691695820307738,moderate_consistency
282005,Agra,12,0.5848469173345586,high_consistency
282006,Agra,12,0.5539466849713592,low_consistency
282007,Agra,12,0.5444269359459079,low_consistency
282008,Agra,12,0.47272653727417924,low_consistency
282009,Agra,12,0.5440129942435341,low_consistency
282010,Agra,12,0.5597836220530691,moderate_consistency
283101,Agra,12,0.6118831873878192,high_consistency
283102,Agra,12,0.5230489921221115,low_consistency
283104,Agra,12,0.5893420545047783,high_consistency
283105,Agra,12,0.5356525540351907,low_consistency
283110,Agra,12,0.6106739241871411,high_consistency
283111,Agra,12,0.5895374237827273,high_consistency
283112,Agra,12,0.5773149889919841,moderate_consistency
283113,Agra,12,0.5658864026609076,moderate_consistency
283114,Agra,12,0.5509844400910431,low_consistency
283115,Agra,12,0.5851136095963941,high_consistency
283119,Agra,12,0.5626167692887397,moderate_consistency
283121,Agra,12,0.5965084666900298,high_consistency
283122,Agra,12,0.5542402301768122,low_consistency
283123,Agra,12,0.5842163745929878,moderate_consistency
283124,Agra,12,0.5712566038999216,moderate_consistency
283125,Agra,12,0.576984814696987,moderate_consistency
283126,Agra,12,0.6084693516800956,high_consistency
283201,Agra,12,0.6072843035869903,high_consistency
283202,Agra,12,0.5592801471483545,moderate_consistency
413205,Ahilyanagar,12,0.4585241036479588,low_consistency
413701,Ahilyanagar,12,0.5147764631593622,high_consistency
413702,Ahilyanagar,12,0.48594343844057175,moderate_consistency
413705,Ahilyanagar,12,0.48197168245488875,low_consistency
413710,Ahilyanagar,12,0.5379921659773393,high_consistency
413725,Ahilyanagar,12,0.46474545524686106,low_consistency
414101,Ahilyanagar,12,0.47643838351589973,low_consistency
414111,Ahilyanagar,12,0.5278847889059588,high_consistency
414601,Ahilyanagar,12,0.50630644491648,moderate_consistency
414701,Ahilyanagar,12,0.5291396607597604,high_consistency
422601,Ahilyanagar,12,0.48346669251418667,moderate_consistency
423601,Ahilyanagar,12,0.4820603972015799,moderate_consistency
380001,Ahmadabad,12,0.5846225979512871,moderate_consistency
380004,Ahmadabad,12,0.6038689015685549,moderate_consistency
380005,Ahmadabad,12,0.5705134801960978,low_consistency
380007,Ahmadabad,12,0.5885079621192773,moderate_consistency
380008,Ahmadabad,12,0.6131206034796172,high_consistency
380015,Ahmadabad,12,0.6034256851271521,moderate_consistency
380016,Ahmadabad,12,0.5623256970107195,low_consistency
380018,Ahmadabad,12,0.6350295077425463,high_consistency
380024,Ahmadabad,12,0.6049014270775304,high_consistency
380026,Ahmadabad,12,0.5032763025645616,low_consistency
380052,Ahmadabad,12,0.5567552816650788,low_consistency
380055,Ahmadabad,12,0.6282803126811506,high_consistency
380058,Ahmadabad,12,0.5911676192699526,moderate_consistency
380061,Ahmadabad,12,0.5897831360042524,moderate_consistency
382110,Ahmadabad,12,0.5633693430470974,low_consistency
382210,Ahmadabad,12,0.6218341237690739,high_consistency
382345,Ahmadabad,12,0.6223335241981315,high_consistency
382405,Ahmadabad,12,0.607547388329737,high_consistency
382418,Ahmadabad,12,0.5865406124127531,moderate_consistency
382425,Ahmadabad,12,0.5487449301094188,low_consistency
382440,Ahmadabad,12,0.619323404960116,high_consistency
382445,Ahmadabad,12,0.6003709033724262,moderate_consistency
382470,Ahmadabad,12,0.5778300725216075,low_consistency
382475,Ahmadabad,12,0.5726982049790699,low_consistency
400037,Ahmadnagar,12,0.5826576526585561,high_consistency
413201,Ahmadnagar,12,0.46949659399760657,low_consistency
413204,Ahmadnagar,12,0.4509313357884721,low_consistency
413703,Ahmadnagar,12,0.4792098203850536,moderate_consistency
413704,Ahmadnagar,12,0.49325669182246556,moderate_consistency
413706,Ahmadnagar,12,0.4621116280416233,low_consistency
413707,Ahmadnagar,12,0.44440380575527805,low_consistency
413708,Ahmadnagar,12,0.5133911863591233,high_consistency
413709,Ahmadnagar,12,0.5568560698030052,high_consistency
413711,Ahmadnagar,12,0.46642971709375747,low_consistency
413712,Ahmadnagar,12,0.509712288369119,high_consistency
413713,Ahmadnagar,12,0.5492891266630983,high_consistency
413714,Ahmadnagar,12,0.49784195385613905,moderate_consistency
413715,Ahmadnagar,12,0.4636906979402307,low_consistency
413716,Ahmadnagar,12,0.49661689843457807,moderate_consistency
413717,Ahmadnagar,12,0.4884395249875531,moderate_consistency
413718,Ahmadnagar,12,0.4587867471456584,low_consistency
413719,Ahmadnagar,12,0.467672532247579,low_consistency
413720,Ahmadnagar,12,0.4697982152168045,low_consistency
413721,Ahmadnagar,12,0.4328111442204139,low_consistency
413722,Ahmadnagar,12,0.44280436460114825,low_consistency
413723,Ahmadnagar,12,0.4911394217616281,moderate_consistency
413726,Ahmadnagar,12,0.48587676202931895,moderate_consistency
413728,Ahmadnagar,12,0.4890046609121064,moderate_consistency
413736,Ahmadnagar,12,0.5030839395485024,high_consistency
413737,Ahmadnagar,12,0.5159369176244284,high_consistency
413738,Ahmadnagar,12,0.4818710426070686,moderate_consistency
413739,Ahmadnagar,12,0.4716227443076433,low_consistency
414002,Ahmadnagar,12,0.5246109045326351,high_consistency
414003,Ahmadnagar,12,0.5335268819209087,high_consistency
414005,Ahmadnagar,12,0.5183984852691002,high_consistency
414102,Ahmadnagar,12,0.5424680642493825,high_consistency
414103,Ahmadnagar,12,0.5713590806240663,high_consistency
414105,Ahmadnagar,12,0.49027695818382816,moderate_consistency
414106,Ahmadnagar,12,0.5550576478489212,high_consistency
414113,Ahmadnagar,12,0.4387991769594411,low_consistency
414201,Ahmadnagar,12,0.5027876545663044,high_consistency
414301,Ahmadnagar,12,0.5446180845327908,high_consistency
414302,Ahmadnagar,12,0.4961062595238933,moderate_consistency
414303,Ahmadnagar,12,0.5013302086852793,high_consistency
414304,Ahmadnagar,12,0.49046434128727,moderate_consistency
414305,Ahmadnagar,12,0.509256572100465,high_consistency
414306,Ahmadnagar,12,0.506252955316306,high_consistency
414307,Ahmadnagar,12,0.4610189389226749,low_consistency
414401,Ahmadnagar,12,0.5054366592270921,high_consistency
414402,Ahmadnagar,12,0.4765233939240869,moderate_consistency
414403,Ahmadnagar,12,0.47030966930388995,low_consistency
414501,Ahmadnagar,12,0.44976837744368076,low_consistency
414502,Ahmadnagar,12,0.5433327667614073,high_consistency
414503,Ahmadnagar,12,0.5267692537198323,high_consistency
414504,Ahmadnagar,12,0.47896678166918233,moderate_consistency
414505,Ahmadnagar,12,0.5335474545579991,high_consistency
414602,Ahmadnagar,12,0.4384007964260599,low_consistency
414603,Ahmadnagar,12,0.47125468256429426,low_consistency
414604,Ahmadnagar,12,0.4834419677732031,moderate_consistency
414605,Ahmadnagar,12,0.498067465371516,moderate_consistency
414606,Ahmadnagar,12,0.47264916109001914,moderate_consistency
414607,Ahmadnagar,12,0.4806553976896031,moderate_consistency
414609,Ahmadnagar,12,0.4904610794421244,moderate_consistency
422602,Ahmadnagar,12,0.4774056105777323,moderate_consistency
422604,Ahmadnagar,12,0.4867168551192635,moderate_consistency
422608,Ahmadnagar,12,0.50361727796022,high_consistency
422611,Ahmadnagar,12,0.4874365928112174,moderate_consistency
422622,Ahmadnagar,12,0.49208459227524,moderate_consistency
423109,Ahmadnagar,12,0.5320282174433629,high_consistency
423602,Ahmadnagar,12,0.420806030202624,low_consistency
423603,Ahmadnagar,12,0.4312681969841431,low_consistency
423604,Ahmadnagar,12,0.4507788210734753,low_consistency
423605,Ahmadnagar,12,0.44818377018338673,low_consistency
423607,Ahmadnagar,12,0.429480245318282,low_consistency
414001,Ahmed Nagar,12,0.5234569599852023,high_consistency
414006,Ahmed Nagar,12,0.4696538443672051,low_consistency
422603,Ahmed Nagar,12,0.4847385899274653,moderate_consistency
422605,Ahmed Nagar,12,0.5137708451810609,high_consistency
422610,Ahmed Nagar,12,0.4848830700656695,moderate_consistency
422620,Ahmed Nagar,12,0.44410741206301285,low_consistency
423107,Ahmed Nagar,12,0.5474222102023751,high_consistency
363610,Ahmedabad,12,0.6330226886780682,high_consistency
380002,Ahmedabad,12,0.5352714019689095,low_consistency
380003,Ahmedabad,12,0.4258218860212585,low_consistency
380006,Ahmedabad,12,0.5864940933024534,moderate_consistency
380009,Ahmedabad,12,0.5724055010263339,moderate_consistency
380013,Ahmedabad,12,0.6076500290269486,high_consistency
380014,Ahmedabad,12,0.5411244036217682,low_consistency
380019,Ahmedabad,12,0.613496661212706,high_consistency
380021,Ahmedabad,12,0.6236170418556917,high_consistency
380022,Ahmedabad,12,0.5328413308240736,low_consistency
380023,Ahmedabad,12,0.6047426854618257,high_consistency
380027,Ahmedabad,12,0.5991658714327844,high_consistency
380028,Ahmedabad,12,0.6297095558659646,high_consistency
380049,Ahmedabad,12,0.4586064169489305,low_consistency
380050,Ahmedabad,12,0.5993944967063043,high_consistency
380051,Ahmedabad,12,0.5616972472645623,low_consistency
380054,Ahmedabad,12,0.5159814044396941,low_consistency
380057,Ahmedabad,12,0.4305900848209561,low_consistency
380059,Ahmedabad,12,0.5792712638158634,moderate_consistency
380063,Ahmedabad,12,0.6080665464495585,high_consistency
382140,Ahmedabad,12,0.542446543685659,low_consistency
382145,Ahmedabad,12,0.5791867676804111,moderate_consistency
382150,Ahmedabad,12,0.5685928537097129,low_consistency
382170,Ahmedabad,12,0.5927878266210049,moderate_consistency
382213,Ahmedabad,12,0.573024098583736,moderate_consistency
382220,Ahmedabad,12,0.5927036996141599,moderate_consistency
382225,Ahmedabad,12,0.5536252326757779,low_consistency
382230,Ahmedabad,12,0.5966932378979698,high_consistency
382240,Ahmedabad,12,0.6210490335889068,high_consistency
382250,Ahmedabad,12,0.5939798376753979,moderate_consistency
382260,Ahmedabad,12,0.573633980516726,moderate_consistency
382265,Ahmedabad,12,0.5724880799758221,moderate_consistency
382315,Ahmedabad,12,0.6022284283306585,high_consistency
382340,Ahmedabad,12,0.5527900455149937,low_consistency
382350,Ahmedabad,12,0.6193286839687838,high_consistency
382415,Ahmedabad,12,0.5714496956750915,low_consistency
382421,Ahmedabad,12,0.5735759203603096,moderate_consistency
382427,Ahmedabad,12,0.574707060228202,moderate_consistency
382430,Ahmedabad,12,0.5361807331506395,low_consistency
382435,Ahmedabad,12,0.5756169158154456,moderate_consistency
382443,Ahmedabad,12,0.6035157989659048,high_consistency
382449,Ahmedabad,12,0.5772423934123372,moderate_consistency
382450,Ahmedabad,12,0.6103528915846018,high_consistency
382455,Ahmedabad,12,0.5770249311583253,moderate_consistency
382460,Ahmedabad,12,0.5739805444725485,moderate_consistency
382463,Ahmedabad,12,0.5587250264256506,low_consistency
382465,Ahmedabad,12,0.6017352863876563,high_consistency
382480,Ahmedabad,12,0.570710539057366,low_consistency
387810,Ahmedabad,12,0.6297553466192742,high_consistency
796001,Aizawl,12,0.47988263445361007,moderate_consistency
796004,Aizawl,12,0.4999327776271797,high_consistency
796005,Aizawl,12,0.46976863917983286,low_consistency
796008,Aizawl,12,0.4765668153394103,moderate_consistency
796009,Aizawl,12,0.48114875748817465,moderate_consistency
796012,Aizawl,12,0.4975031771004802,moderate_consistency
796015,Aizawl,12,0.5086913100144959,high_consistency
796017,Aizawl,12,0.49150380138341815,moderate_consistency
796025,Aizawl,12,0.5756837819979944,high_consistency
796036,Aizawl,12,0.5081350938704342,high_consistency
796111,Aizawl,12,0.4246076029504122,low_consistency
796161,Aizawl,12,0.4104697707588476,low_consistency
796190,Aizawl,12,0.3605291891688683,low_consistency
796230,Aizawl,12,0.5062973546585202,high_consistency
796441,Aizawl,12,0.4120563743638603,low_consistency
305001,Ajmer,12,0.643587408282685,high_consistency
305002,Ajmer,12,0.6100704135320668,high_consistency
305003,Ajmer,12,0.5715212603410361,moderate_consistency
305004,Ajmer,12,0.5677872135114971,moderate_consistency
305005,Ajmer,12,0.604160593009859,high_consistency
305007,Ajmer,12,0.4854064870303848,low_consistency
305009,Ajmer,12,0.5199704579723382,low_consistency
305012,Ajmer,12,0.5814016206537147,moderate_consistency
305021,Ajmer,12,0.5456273714966459,low_consistency
305022,Ajmer,12,0.5831369177295829,high_consistency
305023,Ajmer,12,0.5587029146360709,moderate_consistency
305024,Ajmer,12,0.611017715103409,high_consistency
305025,Ajmer,12,0.5630044302622581,moderate_consistency
305201,Ajmer,12,0.5623159058226063,moderate_consistency
305202,Ajmer,12,0.5513199965225097,low_consistency
305203,Ajmer,12,0.5264403607609253,low_consistency
305204,Ajmer,12,0.551038042050177,low_consistency
305205,Ajmer,12,0.5852941542462107,high_consistency
305206,Ajmer,12,0.5749184132479749,moderate_consistency
305207,Ajmer,12,0.5399029444921363,low_consistency
305401,Ajmer,12,0.5820193034715267,high_consistency
305402,Ajmer,12,0.5600774073180321,moderate_consistency
305403,Ajmer,12,0.5648566962941052,moderate_consistency
305404,Ajmer,12,0.5776592210975129,moderate_consistency
305405,Ajmer,12,0.4975582286354817,low_consistency
305406,Ajmer,12,0.5788313109665968,moderate_consistency
305407,Ajmer,12,0.5365641218513926,low_consistency
305408,Ajmer,12,0.5013259254805562,low_consistency
305412,Ajmer,12,0.5533579511309925,low_consistency
305415,Ajmer,12,0.5362964584307419,low_consistency
305601,Ajmer,12,0.5885518032992262,high_consistency
305621,Ajmer,12,0.5852411979298631,high_consistency
305622,Ajmer,12,0.5605375350989548,moderate_consistency
305624,Ajmer,12,0.5740610203986735,moderate_consistency
305625,Ajmer,12,0.5999292283601587,high_consistency
305627,Ajmer,12,0.5752391604579837,moderate_consistency
305628,Ajmer,12,0.56227701969098,moderate_consistency
305629,Ajmer,12,0.48292127340196683,low_consistency
305801,Ajmer,12,0.6382576157474434,high_consistency
305802,Ajmer,12,0.6111518096221372,high_consistency
305811,Ajmer,12,0.5369785951642477,low_consistency
305812,Ajmer,12,0.600514632055438,high_consistency
305813,Ajmer,12,0.5839231790564297,high_consistency
305814,Ajmer,12,0.5298347211456994,low_consistency
305815,Ajmer,12,0.5501555811776538,low_consistency
305816,Ajmer,12,0.5582539915841556,moderate_consistency
305819,Ajmer,12,0.594559575362885,high_consistency
305901,Ajmer,12,0.6325380029738321,high_consistency
305923,Ajmer,12,0.531510184649031,low_consistency
305924,Ajmer,12,0.5897717204884728,high_consistency
305926,Ajmer,12,0.5717889267108737,moderate_consistency
444001,Akola,12,0.5693057642508498,high_consistency
444002,Akola,12,0.5026144968137934,moderate_consistency
444003,Akola,12,0.5980630571326414,high_consistency
444004,Akola,12,0.5522138741385691,high_consistency
444005,Akola,12,0.5237974739069353,moderate_consistency
444006,Akola,12,0.5443088719732601,high_consistency
444101,Akola,12,0.5735780745090643,high_consistency
444102,Akola,12,0.6040239229306322,high_consistency
444103,Akola,12,0.46927870872034055,low_consistency
444104,Akola,12,0.5345004160161027,moderate_consistency
444106,Akola,12,0.5101507855639236,moderate_consistency
444108,Akola,12,0.46528881830372204,low_consistency
444109,Akola,12,0.5515873592031353,high_consistency
444110,Akola,12,0.4599044376366653,low_consistency
444111,Akola,12,0.5347065217659368,moderate_consistency
444115,Akola,12,0.47767190409680205,low_consistency
444117,Akola,12,0.4692286442894285,low_consistency
444126,Akola,12,0.46539767481176125,low_consistency
444302,Akola,12,0.533485023534613,moderate_consistency
444311,Akola,12,0.523448956202854,moderate_consistency
444401,Akola,12,0.5144618307855577,moderate_consistency
444405,Akola,12,0.45834902671692,low_consistency
444501,Akola,12,0.5703885986687973,high_consistency
444502,Akola,12,0.5374452461342418,high_consistency
444511,Akola,12,0.4793971321210254,low_consistency
686534,Alappuzha,12,0.4119462698021789,high_consistency
688001,Alappuzha,12,0.3960051876453683,low_consistency
688002,Alappuzha,12,0.40340809154270546,moderate_consistency
688003,Alappuzha,12,0.39669045400167574,low_consistency
688004,Alappuzha,12,0.44433890745438587,high_consistency
688005,Alappuzha,12,0.43372775411567555,high_consistency
688006,Alappuzha,12,0.4474058975280834,high_consistency
688007,Alappuzha,12,0.40036416412130243,moderate_consistency
688008,Alappuzha,12,0.39112861704597224,low_consistency
688009,Alappuzha,12,0.4041923059828039,moderate_consistency
688011,Alappuzha,12,0.3872835939994394,low_consistency
688012,Alappuzha,12,0.39331027087124726,low_consistency
688013,Alappuzha,12,0.39855882638765405,moderate_consistency
688014,Alappuzha,12,0.3877773417806402,low_consistency
688501,Alappuzha,12,0.4152885895435832,high_consistency
688502,Alappuzha,12,0.39416921987235287,low_consistency
688503,Alappuzha,12,0.4063246633820335,high_consistency
688504,Alappuzha,12,0.4042169764735864,moderate_consistency
688505,Alappuzha,12,0.4115573401173422,high_consistency
688506,Alappuzha,12,0.4052503220618475,moderate_consistency
688521,Alappuzha,12,0.39737084620375646,moderate_consistency
688522,Alappuzha,12,0.4013972808040397,moderate_consistency
688523,Alappuzha,12,0.40071663342729846,moderate_consistency
688524,Alappuzha,12,0.44945933011795836,high_consistency
688525,Alappuzha,12,0.4157034039207815,high_consistency
688526,Alappuzha,12,0.4426978624069251,high_consistency
688527,Alappuzha,12,0.38691923935148437,low_consistency
688528,Alappuzha,12,0.41267850354897434,high_consistency
688529,Alappuzha,12,0.4063982970041034,high_consistency
688530,Alappuzha,12,0.4160207470689198,high_consistency
688531,Alappuzha,12,0.39491446290815185,low_consistency
688532,Alappuzha,12,0.4072774767116692,high_consistency
688533,Alappuzha,12,0.39647998797621553,low_consistency
688534,Alappuzha,12,0.40078722291410457,moderate_consistency
688535,Alappuzha,12,0.3906353389352619,low_consistency
688536,Alappuzha,12,0.3988518254075746,moderate_consistency
688537,Alappuzha,12,0.44539619103436423,high_consistency
688538,Alappuzha,12,0.4378162421907071,high_consistency
688539,Alappuzha,12,0.40714349514366655,high_consistency
688540,Alappuzha,12,0.3961533227447578,low_consistency
688541,Alappuzha,12,0.4070472826751293,high_consistency
688546,Alappuzha,12,0.3385221051678928,low_consistency
688555,Alappuzha,12,0.4159410575786925,high_consistency
688561,Alappuzha,12,0.44979150341984875,high_consistency
688562,Alappuzha,12,0.41262603728242864,high_consistency
688567,Alappuzha,12,0.2240092377397959,low_consistency
688570,Alappuzha,12,0.3983768640937274,moderate_consistency
688582,Alappuzha,12,0.41404107409268437,high_consistency
689109,Alappuzha,12,0.41471078644867126,high_consistency
689121,Alappuzha,12,0.39280550434562533,low_consistency
689122,Alappuzha,12,0.3906266416251538,low_consistency
689124,Alappuzha,12,0.4056960405816441,high_consistency
689126,Alappuzha,12,0.39008781971701656,low_consistency
689504,Alappuzha,12,0.3974691140516201,moderate_consistency
689505,Alappuzha,12,0.406981743907966,high_consistency
689506,Alappuzha,12,0.4045972655239257,moderate_consistency
689508,Alappuzha,12,0.41757415193010194,high_consistency
689509,Alappuzha,12,0.4033411858799946,moderate_consistency
689510,Alappuzha,12,0.40330991104692054,moderate_consistency
689511,Alappuzha,12,0.40426363558940503,moderate_consistency
689512,Alappuzha,12,0.3818978888413902,low_consistency
689520,Alappuzha,12,0.4016611911322672,moderate_consistency
689521,Alappuzha,12,0.3972705866460818,low_consistency
689571,Alappuzha,12,0.40039444106643984,moderate_consistency
689572,Alappuzha,12,0.4085072907652315,high_consistency
689573,Alappuzha,12,0.4043941452055908,moderate_consistency
689574,Alappuzha,12,0.4068670357007451,high_consistency
689590,Alappuzha,12,0.3899479730423912,low_consistency
689595,Alappuzha,12,0.41215926716473905,high_consistency
689622,Alappuzha,12,0.38939127934028495,low_consistency
689623,Alappuzha,12,0.3973314059629254,moderate_consistency
689624,Alappuzha,12,0.40800917990460644,high_consistency
689627,Alappuzha,12,0.40861373183215194,high_consistency
690101,Alappuzha,12,0.3951294956284501,low_consistency
690102,Alappuzha,12,0.39940222131367076,moderate_consistency
690103,Alappuzha,12,0.4031666173856041,moderate_consistency
690104,Alappuzha,12,0.3888711665510208,low_consistency
690105,Alappuzha,12,0.4045015710062318,moderate_consistency
690106,Alappuzha,12,0.4015500709276619,moderate_consistency
690107,Alappuzha,12,0.3992656153671774,moderate_consistency
690108,Alappuzha,12,0.38897714537054334,low_consistency
690110,Alappuzha,12,0.40027253511503724,moderate_consistency
690112,Alappuzha,12,0.2240092377397959,low_consistency
690501,Alappuzha,12,0.40533328316343736,moderate_consistency
690502,Alappuzha,12,0.42903407714313685,high_consistency
690503,Alappuzha,12,0.4385600022726804,high_consistency
690504,Alappuzha,12,0.44545332435611007,high_consistency
690505,Alappuzha,12,0.4038588174716898,moderate_consistency
690506,Alappuzha,12,0.40684694486847695,high_consistency
690507,Alappuzha,12,0.3949825135079179,low_consistency
690508,Alappuzha,12,0.39575908618237193,low_consistency
690509,Alappuzha,12,0.3947256272625303,low_consistency
690510,Alappuzha,12,0.3878904260405848,low_consistency
690511,Alappuzha,12,0.4066845692916169,high_consistency
690512,Alappuzha,12,0.39171115193603645,low_consistency
690513,Alappuzha,12,0.38266280396985275,low_consistency
690514,Alappuzha,12,0.40420938604441786,moderate_consistency
690515,Alappuzha,12,0.4379612013282231,high_consistency
690516,Alappuzha,12,0.40095124945569416,moderate_consistency
690517,Alappuzha,12,0.3988526615528683,moderate_consistency
690527,Alappuzha,12,0.39590378188035796,low_consistency
690529,Alappuzha,12,0.3844874261915243,low_consistency
690530,Alappuzha,12,0.3972724497100114,low_consistency
690531,Alappuzha,12,0.41103026169637974,high_consistency
690532,Alappuzha,12,0.39633554589131853,low_consistency
690534,Alappuzha,12,0.4028761976059927,moderate_consistency
690535,Alappuzha,12,0.3863549195617079,low_consistency
690537,Alappuzha,12,0.40440336638421154,moderate_consistency
690547,Alappuzha,12,0.4019003347635107,moderate_consistency
690548,Alappuzha,12,0.4140630720852021,high_consistency
690558,Alappuzha,12,0.39713666972190054,low_consistency
690559,Alappuzha,12,0.4012784922198864,moderate_consistency
690571,Alappuzha,12,0.4000100734945416,moderate_consistency
690572,Alappuzha,12,0.3942048127607763,low_consistency
202121,Aligarh,12,0.5619446915791597,moderate_consistency
202122,Aligarh,12,0.6024318019947068,high_consistency
202123,Aligarh,12,0.5509010351137636,low_consistency
202124,Aligarh,12,0.5712614840729003,moderate_consistency
202125,Aligarh,12,0.586540175918421,high_consistency
202126,Aligarh,12,0.5519389375378337,low_consistency
202127,Aligarh,12,0.5599123200097808,moderate_consistency
202128,Aligarh,12,0.5980923992401518,high_consistency
202129,Aligarh,12,0.577328549432871,moderate_consistency
202130,Aligarh,12,0.5135672046806947,low_consistency
202131,Aligarh,12,0.5647345626257886,moderate_consistency
202132,Aligarh,12,0.5702156715744015,moderate_consistency
202133,Aligarh,12,0.5563192410742596,low_consistency
202134,Aligarh,12,0.5907481277738557,high_consistency
202135,Aligarh,12,0.6069683726946367,high_consistency
202136,Aligarh,12,0.5539014317991037,low_consistency
202137,Aligarh,12,0.5914525382799187,high_consistency
202138,Aligarh,12,0.553315332072057,low_consistency
202140,Aligarh,12,0.5459772693722702,low_consistency
202141,Aligarh,12,0.5391584709858493,low_consistency
202142,Aligarh,12,0.5443667780981646,low_consistency
202143,Aligarh,12,0.5818184967921296,moderate_consistency
202145,Aligarh,12,0.5589986555418032,low_consistency
202150,Aligarh,12,0.5629301375883402,moderate_consistency
202155,Aligarh,12,0.6208381147044003,high_consistency
202165,Aligarh,12,0.5827351200187629,high_consistency
202280,Aligarh,12,0.5945578192897085,high_consistency
202281,Aligarh,12,0.5991436198545323,high_consistency
202282,Aligarh,12,0.5719068927065724,moderate_consistency
204101,Aligarh,12,0.5997109143385695,high_consistency
204213,Aligarh,12,0.5826950056529844,moderate_consistency
204215,Aligarh,12,0.5548509458397144,low_consistency
735204,Alipurduar,12,0.65625841382677,high_consistency
735208,Alipurduar,12,0.5663341718121607,low_consistency
735213,Alipurduar,12,0.5462110672533789,low_consistency
735216,Alipurduar,12,0.5583388350499471,low_consistency
735220,Alipurduar,12,0.6590224692175118,high_consistency
735227,Alipurduar,12,0.5418577609570578,low_consistency
735228,Alipurduar,12,0.6595935775825376,high_consistency
736182,Alipurduar,12,0.6253950083836916,moderate_consistency
736201,Alipurduar,12,0.66562320509393,high_consistency
736202,Alipurduar,12,0.6185013308232589,moderate_consistency
736203,Alipurduar,12,0.5709566930765191,moderate_consistency
736207,Alipurduar,12,0.6384683740102294,high_consistency
736208,Alipurduar,12,0.5964020148323872,moderate_consistency
457661,Alirajpur,12,0.6494703195188715,high_consistency
457885,Alirajpur,12,0.6123820128906634,moderate_consistency
457893,Alirajpur,12,0.5698250827987903,low_consistency
210010,Allahabad,12,0.3333333333333333,low_consistency
211001,Allahabad,12,0.5718345511882699,moderate_consistency
211002,Allahabad,12,0.6109153863615749,high_consistency
211003,Allahabad,12,0.564143341996642,low_consistency
211004,Allahabad,12,0.6028749018610299,high_consistency
211005,Allahabad,12,0.43820367952589767,low_consistency
211007,Allahabad,12,0.5682063423426476,moderate_consistency
211009,Allahabad,12,0.48578409293097546,low_consistency
211011,Allahabad,12,0.5845377928816807,moderate_consistency
