pincode,district,state,total_txn,months_active,mean_capacity_stress,txn_std,txn_mean,txn_cv,stress_norm,stability_norm,repeat_norm,volume_norm,demand_stickiness_score,stickiness_rank,demand_stickiness_bucket
797112,Dimapur,Nagaland,762.0,12,0.3686506219884116,53.166120449364776,63.5,0.8372617393600752,0.5264094567030118,0.7583033546991431,1.0,0.41983471074380163,0.6800382601653278,14,high_stickiness
733126,South Dinajpur,Westbengal,392.0,12,0.3997522309515908,26.60257449377728,32.666666666666664,0.8143645253197127,0.5708205606056421,0.764913211044091,1.0,0.2159779614325069,0.679399983698735,15,high_stickiness
451441,Khargone,Manipur,599.0,12,0.3893727401058093,48.11058914499789,49.916666666666664,0.9638181464774201,0.5559993130311475,0.7217696668407076,1.0,0.3300275482093664,0.671933380085608,16,high_stickiness
571111,Chamrajnagar,Karnataka,857.0,12,0.35795864723409193,67.55799977303452,71.41666666666667,0.945969658432222,0.5111420021381835,0.7269220815294691,1.0,0.4721763085399449,0.6697510561681086,17,high_stickiness
571106,Mysuru,Karnataka,10.0,12,0.46512163939259904,0.937436866561092,0.8333333333333334,1.1249242398733104,0.6641638855044948,0.6752623436456046,1.0,0.005509641873278237,0.6687952214828071,18,high_stickiness
403710,South Goa,Goa,309.0,12,0.3962292435719829,22.222531563503495,25.75,0.8630109345049901,0.565789960460529,0.7508702023249767,1.0,0.17024793388429751,0.6686018382701344,19,high_stickiness
799102,Sepahijala,Tripura,664.0,12,0.3713725193088269,52.08792101007215,55.333333333333336,0.9413479700615448,0.5302961515956254,0.7282562480419297,1.0,0.36584022038567493,0.6671793570893966,20,high_stickiness
577547,Chikkamagaluru,Karnataka,552.0,12,0.37463451745979254,42.7423571052076,46.0,0.9291816762001652,0.5349540758523489,0.7317683545598834,1.0,0.30413223140495865,0.6639253598494005,21,high_stickiness
852219,Madhepura,_Bihar,57.0,12,0.45255176268794944,5.412527556091935,4.75,1.139479485493039,0.6462149073331616,0.6710606061572688,1.0,0.03140495867768595,0.6629446406482138,22,high_stickiness
734013,Darjeeling,Westbengal,232.0,12,0.38519379081961297,15.922159134839456,19.333333333333332,0.8235599552503168,0.5500320413323485,0.7622587190712168,1.0,0.1278236914600551,0.66147280140031,23,high_stickiness
415523,Satara,Maharashtra,310.0,12,0.3906430978405955,24.10519873514023,25.833333333333332,0.9331044671667187,0.5578133024430744,0.7306359423496264,1.0,0.17079889807162535,0.6593959934892802,24,high_stickiness
152026,Muktsar,Punjab,506.0,12,0.36555468243421946,38.07608013947706,42.166666666666664,0.9029900428334481,0.521988653477678,0.7393292278472785,1.0,0.2787878787878788,0.6584730176240425,25,high_stickiness
573103,Hasan,Karnataka,597.0,12,0.36180486427806097,47.42482088910444,49.75,0.9532627314392852,0.5166341535241135,0.7248167526975454,1.0,0.32892561983471075,0.6569912492023801,26,high_stickiness
744301,Nicobar,Andaman And Nicobar,279.0,12,0.38771359910245606,21.52429916502404,23.25,0.925776308173077,0.5536301660337599,0.732751399633448,1.0,0.1537190082644628,0.6566493871299847,27,high_stickiness
711201,Howrah,Westbengal,348.0,12,0.3586353809164424,23.89750842851424,29.0,0.824052014776353,0.5121083344561308,0.7621166737213095,1.0,0.19173553719008266,0.6526518896178535,28,high_stickiness
422601,Ahilyanagar,Maharashtra,373.0,12,0.38215799017592755,31.456920999803508,31.083333333333332,1.0120189061598983,0.5456971126161525,0.707855306051796,1.0,0.20550964187327825,0.6511864010493276,29,high_stickiness
370115,Kachchh,Haryana,5.0,12,0.591547774949644,0.90033663737852,0.4166666666666667,2.1608079297084477,0.8446923028246136,0.3762284800578749,1.0,0.0027548209366391185,0.6510209472408719,30,high_stickiness
790102,West Kameng,_Arunachalpradesh,590.0,12,0.33742353396609653,42.79514274335631,49.166666666666664,0.8704096829157215,0.4818191767474805,0.7487343676316758,1.0,0.325068870523416,0.6498548680408366,31,high_stickiness
583212,Vijayanagara,Karnataka,862.0,12,0.32024613337154845,67.41706465028425,71.83333333333333,0.9385206215816833,0.4572909498160465,0.7290724332449001,1.0,0.474931129476584,0.649131222847547,32,high_stickiness
401606,Palghar,Maharashtra,627.0,12,0.3379269477638114,47.92821336502787,52.25,0.917286380191921,0.4825380193804388,0.7352022307361086,1.0,0.34545454545454546,0.6481213315184626,33,high_stickiness
606209,Kallakurichi,Tamilnadu,192.0,12,0.3748421651592287,14.352700094407323,16.0,0.8970437559004577,0.5352505834563677,0.7410457730279989,1.0,0.10578512396694215,0.646992477687641,34,high_stickiness
416404,Sangli,Maharashtra,318.0,12,0.3664363002079322,24.585657311826047,26.5,0.9277606532764546,0.5232475471444692,0.7321785685436479,1.0,0.17520661157024794,0.6464732505779068,35,high_stickiness
416414,Sangli,Maharashtra,220.0,12,0.37041898930612677,16.532795690182994,18.333333333333332,0.9017888558281634,0.5289345718756074,0.7396759806677027,1.0,0.12121212121212122,0.6455978350717658,36,high_stickiness
403707,South Goa,Goa,354.0,12,0.3584958313263626,26.814175355583846,29.5,0.9089550967994524,0.5119090665870009,0.7376072650907769,1.0,0.19504132231404958,0.6455499383934384,37,high_stickiness
781372,Baksa,_Assam,319.0,12,0.36609644051796497,25.050706153477567,26.583333333333332,0.9423463129834821,0.5227622492931162,0.7279680512645677,1.0,0.17575757575757575,0.6450710726723743,38,high_stickiness
145025,Pathankot,Punjab,494.0,12,0.34001033945394266,36.33138721504722,41.166666666666664,0.8825438189890014,0.4855129691629352,0.7452315442675299,1.0,0.2721763085399449,0.6449922817994277,39,high_stickiness
325221,Baran,Rajasthan,345.0,12,0.3662265929201996,27.647538111672144,28.75,0.9616534995364224,0.5229480985803883,0.7223945465877504,1.0,0.19008264462809918,0.6449058678712903,40,high_stickiness
494446,Bijapur,Chhattisgarh,315.0,12,0.3632304339986205,24.713356712514795,26.25,0.9414612080958017,0.518669775702219,0.7282235590371493,1.0,0.17355371900826447,0.6432903498928589,41,high_stickiness
144532,Nawanshahr,Punjab,441.0,12,0.33737179069693696,31.403893794473092,36.75,0.8545277222985875,0.4817452906760033,0.7533190947504564,1.0,0.24297520661157024,0.6429913653566953,42,high_stickiness
734014,Darjeeling,Westbengal,436.0,12,0.33439770077805436,30.34448679394461,36.333333333333336,0.8351693613012278,0.47749848091900227,0.7589073722169042,1.0,0.24022038567493112,0.6426936426001651,43,high_stickiness
631102,Ranipet,Tamilnadu,443.0,12,0.34969286143888795,34.731328098924635,36.916666666666664,0.9408034699482972,0.4993389898817344,0.7284134316854083,1.0,0.2440771349862259,0.6426673389569388,44,high_stickiness
403505,North Goa,Goa,335.0,12,0.3494586057359745,25.443192814701156,27.916666666666668,0.9113979515713847,0.49900448775439465,0.7369020736606937,1.0,0.18457300275482094,0.6391297174754481,45,high_stickiness
127311,Charkhi Dadri,Gujrat,65.0,12,0.3684643578850302,4.718596350097295,5.416666666666667,0.8711254800179621,0.5261434835034131,0.7485277348068438,1.0,0.03581267217630854,0.6385969810610493,46,high_stickiness
792056,Changlang,_Arunachalpradesh,338.0,12,0.3401264548215957,24.255583549635194,28.166666666666668,0.8611449780935572,0.4856787744646363,0.7514088575431952,1.0,0.18622589531680442,0.6383167565804935,47,high_stickiness
144524,Shaheed Bhagat Singh Nagar,Punjab,408.0,12,0.33210637032875734,29.341252374585018,34.0,0.8629780110172064,0.474226607917851,0.7508797065172441,1.0,0.22479338842975208,0.6374338939652889,48,high_stickiness
628002,Thoothukkudi,Tamilnadu,329.0,12,0.35100604689470655,25.787447028397832,27.416666666666668,0.9405755755038723,0.5012141345339236,0.7284792191448262,1.0,0.181267217630854,0.6371561413201027,49,high_stickiness
848117,Samastipur,_Bihar,397.0,12,0.3448004093757751,31.19574077376978,33.083333333333336,0.9429443055043762,0.4923528819549459,0.7277954256931118,1.0,0.218732782369146,0.6371530587268266,50,high_stickiness
584128,Raichur,Karnataka,353.0,12,0.35167078162768095,28.29538456849081,29.416666666666668,0.9618827615350983,0.5021633331213267,0.7223283643494252,1.0,0.19449035812672177,0.6370128783660305,51,high_stickiness
515711,Anantapur,_Andhrapradesh,741.0,12,0.3085125141076381,57.47588427094682,61.75,0.9307835509465072,0.4405360936637376,0.7313059331518792,1.0,0.40826446280991735,0.6364326636920505,52,high_stickiness
736182,Alipurduar,Westbengal,408.0,12,0.31935894085036837,27.409354740174518,34.0,0.8061574923580741,0.45602409576722824,0.7672823773889161,1.0,0.22479338842975208,0.6350736903665414,53,high_stickiness
515775,Anantapur,_Andhrapradesh,779.0,12,0.2938868006111449,58.07433846268752,64.91666666666667,0.8945982818385754,0.41965151233831965,0.7417517205819609,1.0,0.42920110192837463,0.6333062313027537,54,high_stickiness
797105,Kohima,Nagaland,299.0,12,0.3315149277108905,20.89566433207587,24.916666666666668,0.8386219798826436,0.4733820657725997,0.7579106870832094,1.0,0.16473829201101928,0.6331998616351047,55,high_stickiness
485775,Maihar,Manipur,603.0,12,0.3207543058948665,48.49390777107049,50.25,0.9650528909665769,0.45801658760411906,0.7214132268091102,1.0,0.3322314049586777,0.6328537435802485,56,high_stickiness
494450,Bijapur,Chhattisgarh,360.0,12,0.3392692033563099,28.210249588016442,30.0,0.9403416529338814,0.48445467432433287,0.7285467467742031,1.0,0.19834710743801653,0.6321806045057957,57,high_stickiness
416702,Ratnagiri,Maharashtra,303.0,12,0.34011951448555555,23.116798299858992,25.25,0.9155167643508512,0.4856688641096652,0.7357130748272105,1.0,0.1669421487603306,0.6316756829680623,58,high_stickiness
811106,Lakhisarai,_Bihar,336.0,12,0.3412629063310819,26.659468725525507,28.0,0.9521238830544824,0.48730155437058414,0.7251455099083115,1.0,0.18512396694214875,0.6309766714149421,59,high_stickiness
628502,Thoothukkudi,Tamilnadu,352.0,12,0.3342837958624938,27.227437142216182,29.333333333333332,0.9282080843937335,0.4773358320011932,0.7320494063056455,1.0,0.19393939393939394,0.6299430940861104,60,high_stickiness
370165,Kachchh,Haryana,318.0,12,0.3350971098207907,24.213069348447487,26.5,0.9137007301300939,0.47849719219802894,0.7362373187503164,1.0,0.17520661157024794,0.6297907336613312,61,high_stickiness
609106,Mayiladuthurai,Tamilnadu,439.0,12,0.31934987075841886,32.46384935819403,36.583333333333336,0.8873945154859416,0.4560111442573416,0.743831268803397,1.0,0.2418732782369146,0.6297411661676473,62,high_stickiness
799281,Unakoti,Tripura,557.0,12,0.3144398286946876,43.206603732075564,46.416666666666664,0.9308424502422025,0.4489999189372364,0.7312889303897668,1.0,0.3068870523415978,0.6296753519259843,63,high_stickiness
515767,Anantapur,_Andhrapradesh,769.0,12,0.2879876923512539,57.14011221762191,64.08333333333333,0.8916532465688726,0.41122796389190175,0.7426018790348288,1.0,0.4236914600550964,0.6296408952727189,64,high_stickiness
396580,Navsari,Haryana,302.0,12,0.34216600190013075,24.12404810494493,25.166666666666668,0.9585714478786064,0.4885911169523308,0.7232842582648986,1.0,0.16639118457300275,0.6290608427177022,65,high_stickiness
798620,Zunheboto,Nagaland,308.0,12,0.32623818644126723,22.157836017303158,25.666666666666668,0.8632923123624606,0.46584721749288616,0.7507889755340995,1.0,0.1696969696969697,0.6285452766270813,66,high_stickiness
790104,Tawang,_Arunachalpradesh,305.0,12,0.3295227535739044,22.785395375640125,25.416666666666668,0.8964745721563327,0.4705373688087042,0.7412100822219434,1.0,0.16804407713498623,0.6273823799035634,67,high_stickiness
533435,Kakinada,_Andhrapradesh,589.0,12,0.30162563538842485,45.18740438608435,49.083333333333336,0.9206262353701395,0.43070207232015084,0.7342380975930092,1.0,0.3245179063360882,0.6250040488395718,68,high_stickiness
472115,Bhandara,Maharashtra,349.0,12,0.33063026406450585,27.972253568437598,29.083333333333332,0.9617966843015793,0.4721188227948817,0.7223532127063969,1.0,0.19228650137741046,0.6247821430676128,69,high_stickiness
175142,Lahul & Spiti,Himachalpradesh,366.0,12,0.32519306462198716,28.662614230831327,30.5,0.939757843633814,0.4643548505300739,0.7287152780024777,1.0,0.20165289256198346,0.6245218128689711,70,high_stickiness
389180,Dohad,Haryana,615.0,12,0.30037299200760476,48.07593425556548,51.25,0.9380670098646923,0.4289133778701497,0.7292033796683564,1.0,0.33884297520661155,0.624210662569228,71,high_stickiness
487118,Narsimhapur,Manipur,639.0,12,0.2991441278155879,50.575101671582516,53.25,0.9497671675414557,0.4271586385774497,0.7258258350762361,1.0,0.35206611570247937,0.6238178175240986,72,high_stickiness
147101,Patiala,Punjab,252.0,12,0.3267392149171505,18.635254955935732,21.0,0.8873930931397968,0.4665626540391745,0.7438316793993618,1.0,0.13884297520661157,0.6236588629561395,73,high_stickiness
230204,Pratapgarh,Uttar Pradesh,330.0,12,0.3340151427101046,27.090756558447957,27.5,0.9851184203071984,0.47695221252097114,0.71562080742599,1.0,0.18181818181818182,0.6236489454180038,74,high_stickiness
494226,Kondagaon,Chhattisgarh,590.0,12,0.3004806916152422,45.93836450433704,49.166666666666664,0.9343396170373636,0.42906716600602146,0.7302793852944731,1.0,0.325068870523416,0.6232175690430922,75,high_stickiness
571109,Chamarajanagar,Karnataka,668.0,12,0.2940245710693414,52.53454851694062,55.666666666666664,0.9437344044959393,0.4198482397211673,0.7275673437603791,1.0,0.3680440771349862,0.6230139067300793,76,high_stickiness
522603,Palnadu,_Andhrapradesh,493.0,12,0.30312701805943615,36.67165943969002,41.083333333333336,0.8926164569498584,0.43284595053168745,0.7423238241484547,1.0,0.2716253443526171,0.6229980618924731,77,high_stickiness
243601,Budaun,Uttar Pradesh,336.0,12,0.3252299361957645,26.357679577824616,28.0,0.941345699208022,0.4644075007738609,0.728256903580876,1.0,0.18512396694214875,0.6227524680780221,78,high_stickiness
271831,Shrawasti,Uttar Pradesh,366.0,12,0.3238923809530132,29.262138118612032,30.5,0.9594143645446568,0.46249755762810074,0.7230409291828743,1.0,0.20165289256198346,0.622076591062301,79,high_stickiness
147201,Patiala,Punjab,247.0,12,0.32661172245423103,18.569076607645467,20.583333333333332,0.902141373650792,0.4663806029747353,0.7395742175378083,1.0,0.13608815426997245,0.6220333218782338,80,high_stickiness
221712,Ballia,Uttar Pradesh,334.0,12,0.3312987276723617,27.597211101958486,27.833333333333332,0.9915165665374307,0.4730733459765846,0.7137738217018205,1.0,0.1840220385674931,0.6217636887579292,81,high_stickiness
194201,Leh,Jammu And Kashmir,459.0,12,0.306200165567494,34.764467230466536,38.25,0.9088749602736349,0.43723420817617287,0.7376303985131533,1.0,0.2528925619834711,0.6214720590227623,82,high_stickiness
497101,Surguja,Chhattisgarh,358.0,12,0.31434602540814266,27.30911713673437,29.833333333333332,0.9153894012313196,0.44886597385709315,0.7357498413928836,1.0,0.1972451790633609,0.6199958598670385,83,high_stickiness
385310,Banaskantha,Haryana,343.0,12,0.31774376682479094,26.678075211111032,28.583333333333332,0.9333437391642344,0.4537177307957031,0.7305668704735387,1.0,0.18898071625344354,0.6195552250856873,84,high_stickiness
332718,Sikar,Rajasthan,330.0,12,0.32297142487052094,26.397313912937843,27.5,0.9599023241068306,0.46118249137806383,0.722900067390587,1.0,0.18181818181818182,0.6195248349502198,85,high_stickiness
625014,Madurai,Tamilnadu,325.0,12,0.3217570809828535,25.699162820935815,27.083333333333332,0.9488921656960917,0.45944848614918415,0.7260784263517173,1.0,0.1790633608815427,0.6195092584533431,86,high_stickiness
345001,Jaisalmer,Rajasthan,342.0,12,0.3168676986596284,26.524431276569427,28.5,0.9306817991778746,0.45246676161417676,0.7313353063573844,1.0,0.1884297520661157,0.6192302717594976,87,high_stickiness
484664,Umaria,Manipur,3.0,12,0.4826775354820581,0.4522670168666455,0.25,1.809068067466582,0.6892325797400825,0.4777670321329065,1.0,0.001652892561983471,0.6191884307921032,88,high_stickiness
209502,Farrukhabad,Uttar Pradesh,299.0,12,0.33201067778645627,25.018023805878734,24.916666666666668,1.0040678450519893,0.4740899651015944,0.7101505796872933,1.0,0.16473829201101928,0.6191549891479278,89,high_stickiness
209871,Unnao,Uttar Pradesh,207.0,12,0.3199716916166053,15.015900663206079,17.25,0.8704869949684684,0.4568990645824424,0.7487120495644433,1.0,0.1140495867768595,0.618778199379996,90,high_stickiness
790003,West Kameng,_Arunachalpradesh,253.0,12,0.31839699467878,18.75419145070501,21.083333333333332,0.8895268672271153,0.45465049829753706,0.7432157118775102,1.0,0.1393939393939394,0.6187643068216618,91,high_stickiness
203393,Bulandshahr,Uttar Pradesh,56.0,12,0.3470215773499287,4.458563432181702,4.666666666666667,0.9554064497532218,0.4955245674391958,0.7241979145247364,1.0,0.03085399449035813,0.6185546007821352,92,high_stickiness
494447,Bijapur,Chhattisgarh,334.0,12,0.3146799254787624,25.619003363388934,27.833333333333332,0.9204432346127761,0.4493427617540455,0.7342909253612719,1.0,0.1840220385674931,0.6184265861667491,93,high_stickiness
403709,South Goa,Goa,323.0,12,0.31107674464532536,24.224174001616774,26.916666666666668,0.8999693127535643,0.44419765049748045,0.7402012375096636,1.0,0.17796143250688706,0.61753557470258,94,high_stickiness
841501,Gopalganj,_Bihar,322.0,12,0.31905150123986287,25.544376123036386,26.833333333333332,0.9519643275665735,0.4555850917111324,0.7251915696102589,1.0,0.17741046831955923,0.6175325543994865,95,high_stickiness
682555,Lakshadweep,Lakshadweep,296.0,12,0.30864677604027796,21.504051767614456,24.666666666666668,0.8717858824708563,0.4407278110969963,0.7483370930398678,1.0,0.1630853994490358,0.6171007922956625,96,high_stickiness
342021,Jodhpur,Rajasthan,15.0,12,0.3741945128763546,1.4222261679238197,1.25,1.1377809343390557,0.5343257775126768,0.6715509356402611,1.0,0.008264462809917356,0.6160220379781408,97,high_stickiness
795148,Chandel,Madhyapradesh,474.0,12,0.3035635927392633,38.123006654297825,39.5,0.9651394089695652,0.43346935118886937,0.7213882512129526,1.0,0.2611570247933884,0.6159199183187724,98,high_stickiness
322001,Sawai Madhopur,Rajasthan,352.0,12,0.31233268106416046,27.77288845859093,29.333333333333332,0.9468030156337818,0.44599104719467436,0.7266815120271433,1.0,0.19393939393939394,0.6157948118799522,99,high_stickiness
606751,Tiruvannamalai,Tamilnadu,305.0,12,0.3206342052076761,24.740317971548656,25.416666666666668,0.9733895595363405,0.45784509152158825,0.7190066378876613,1.0,0.16804407713498623,0.6156444356884324,100,high_stickiness
322025,Sawai Madhopur,Rajasthan,323.0,12,0.31379324223960847,25.332186975658004,26.916666666666668,0.9411338814485946,0.4480766349273143,0.7283180501010883,1.0,0.17796143250688706,0.6155222122519409,101,high_stickiness
781327,Baksa,_Assam,287.0,12,0.322721842644896,23.387869168490408,23.916666666666668,0.9778900000762539,0.4608261039587634,0.7177074726090658,1.0,0.1581267217630854,0.6154553555425337,102,high_stickiness
524137,Sri Potti Sriramulu Nellore,_Andhrapradesh,586.0,12,0.28711971707835676,45.642550588704225,48.833333333333336,0.934659739017834,0.4099885508417543,0.7301869740386742,1.0,0.3228650137741047,0.6153380139257145,103,high_stickiness
403512,North Goa,Goa,325.0,12,0.3089832542923394,24.81736317886159,27.083333333333332,0.9163334096810434,0.44120828047177907,0.7354773296266011,1.0,0.1790633608815427,0.6150328471648462,104,high_stickiness
306421,Pali,Rajasthan,337.0,12,0.30879871774984863,25.963114861921582,28.083333333333332,0.9245026063592255,0.44094477411839095,0.7331190856759953,1.0,0.18567493112947658,0.6148811284631027,105,high_stickiness
515401,Ananthapur,_Andhrapradesh,866.0,12,0.2580705709936213,67.06961557466491,72.16666666666667,0.9293711165080587,0.3685082323611504,0.7317136678535047,1.0,0.47713498622589534,0.6146308919231012,106,high_stickiness
473113,Guna,Manipur,27.0,12,0.33315613806514177,2.0056737702645644,2.25,0.8914105645620286,0.47572560895247246,0.7426719352958182,1.0,0.01487603305785124,0.6145794274755196,107,high_stickiness
472336,Niwari,Manipur,255.0,12,0.3204899083686532,20.284902581162985,21.25,0.9545836508782581,0.45763904488527907,0.724435436100711,1.0,0.14049586776859505,0.6144358355611845,108,high_stickiness
785692,Charaideo,_Assam,492.0,12,0.2954564165890981,38.69460850393408,41.0,0.9437709391203434,0.4218928233382308,0.7275567971227619,1.0,0.27107438016528923,0.6141316064886498,109,high_stickiness
416405,Sangli,Maharashtra,277.0,12,0.31341850064719323,21.364619577632777,23.083333333333332,0.9255430863956438,0.44754152795528934,0.7328187249614391,1.0,0.15261707988980716,0.6141239366595281,110,high_stickiness
494669,Uttar Bastar Kanker,Chhattisgarh,640.0,12,0.27805912670603866,49.25874787714607,53.333333333333336,0.9236015226964888,0.39705060859829744,0.7333792061236171,1.0,0.3526170798898072,0.6140957132653848,111,high_stickiness
711411,Howrah,Westbengal,429.0,12,0.28520799267019126,30.14548058996572,35.75,0.8432302262927475,0.4072587309335705,0.7565804009305266,1.0,0.23636363636363636,0.6135139762889499,112,high_stickiness
396193,Dadra and Nagar Haveli,Dadra And Nagar Haveli And Daman And Diu,792.0,12,0.24794870493616647,55.10980773955675,66.0,0.834997086962981,0.3540548564699443,0.7589571035346848,1.0,0.43636363636363634,0.6129454372847469,113,high_stickiness
313331,Rajsamand,Rajasthan,331.0,12,0.30937586421720625,26.172359928795572,27.583333333333332,0.9488468856360933,0.4417689022771367,0.7260914975791317,1.0,0.18236914600550963,0.6127719247851453,114,high_stickiness
609102,Mayiladuthurai,Tamilnadu,431.0,12,0.2950030952861499,33.024669383338086,35.916666666666664,0.9194803540604573,0.42124550957673557,0.7345688850343113,1.0,0.237465564738292,0.6126154258148168,115,high_stickiness
185132,Rajouri,Jammu And Kashmir,339.0,12,0.306379119020838,26.57108818382731,28.25,0.9405694932328251,0.43748974223615034,0.7284809749452392,1.0,0.18677685950413223,0.6122178753284451,116,high_stickiness
563130,Kolar,Karnataka,351.0,12,0.30585535490952703,27.73945336028222,29.25,0.9483573798387084,0.43674184065988664,0.7262328057310767,1.0,0.1933884297520661,0.6119054209584842,117,high_stickiness
451001,Khargone,Manipur,894.0,12,0.25047555629044244,69.2551278048978,74.5,0.9295990309382255,0.357663038225882,0.7316478746247002,1.0,0.4925619834710744,0.6118157760248704,118,high_stickiness
743435,North 24 Parganas,Westbengal,237.0,12,0.302295490247991,16.976588157063404,19.75,0.8595740839019445,0.4316585821201131,0.7518623356353933,1.0,0.1305785123966942,0.6112799847783327,119,high_stickiness
628005,Thoothukkudi,Tamilnadu,283.0,12,0.31286278498493186,22.62925834695723,23.583333333333332,0.9595445235458896,0.4467480016124488,0.7230033555156747,1.0,0.15592286501377411,0.6111924938010594,120,high_stickiness
415712,Ratnagiri,Maharashtra,302.0,12,0.30354595754175784,22.914200969281172,25.166666666666668,0.9104980517595167,0.4334441692572951,0.7371618523600066,1.0,0.16639118457300275,0.6111653418682204,121,high_stickiness
606708,Tiruvannamalai,Tamilnadu,322.0,12,0.3090585766689513,25.771137249867635,26.833333333333332,0.9604150527900983,0.4413158359972139,0.722752055368934,1.0,0.17741046831955923,0.6110929978415216,122,high_stickiness
802129,Bhojpur,_Bihar,340.0,12,0.30458412887823233,26.71170439180457,28.333333333333332,0.9427660373578084,0.43492661137620564,0.7278468872743162,1.0,0.18732782369146006,0.6110574931019231,123,high_stickiness
450116,Khandwa,Manipur,813.0,12,0.2538621466399143,62.3452629971341,67.75,0.9202252840905402,0.3624988721553774,0.7343538422576135,1.0,0.4479338842975207,0.610099089969187,124,high_stickiness
403702,South Goa,Goa,307.0,12,0.2946363005871204,22.232074836037043,25.583333333333332,0.869006182516106,0.4207217502590483,0.7491395232984386,1.0,0.16914600550964187,0.609945157644115,125,high_stickiness
241001,Hardoi,Uttar Pradesh,332.0,12,0.30778529072842653,26.972488789786368,27.666666666666668,0.9749092333657723,0.4394976652951981,0.7185679458404098,1.0,0.18292011019283747,0.609661460889486,126,high_stickiness
312403,Chittorgarh,Rajasthan,600.0,12,0.27483760116575284,46.83044852540822,50.0,0.9366089705081645,0.3924504766352214,0.7296242793758465,1.0,0.3305785123966942,0.608925325706512,127,high_stickiness
682559,Lakshadweep,Lakshadweep,285.0,12,0.2909820231130309,20.03689778202386,23.75,0.843658853979952,0.41550367627506357,0.7564566667752318,1.0,0.15702479338842976,0.608840949881438,128,high_stickiness
441209,Gadchiroli,Maharashtra,363.0,12,0.30323413099908425,29.477649468399242,30.25,0.9744677510214625,0.43299890094327737,0.7186953908155747,1.0,0.2,0.6088081776219834,129,high_stickiness
332402,Sikar,Rajasthan,317.0,12,0.304106187887997,25.596371665223227,26.416666666666668,0.9689478232892073,0.43424414227945257,0.7202888566966372,1.0,0.1746556473829201,0.6072498786590641,130,high_stickiness
142053,Moga,Punjab,235.0,12,0.3033100559265733,18.19319719682124,19.583333333333332,0.9290143249440634,0.4331073168727396,0.7318166647062633,1.0,0.12947658402203857,0.6057355845631787,131,high_stickiness
752011,Puri,Odisha,389.0,12,0.29031366109306317,30.547900785884494,32.416666666666664,0.9423516951943803,0.4145492981543528,0.7279664975541122,1.0,0.2143250688705234,0.6056421754150271,132,high_stickiness
194109,Kargil,Jammu And Kashmir,567.0,12,0.2723700986392511,44.32344957038183,47.25,0.9380624247699859,0.3889270412009258,0.7292047032711878,1.0,0.31239669421487604,0.6055718968832142,133,high_stickiness
