pincode,district,months_observed,trend_slope,trend_class,volatility_score
110091,East Delhi,12,23.265734265734267,increasing,0.68258997070608
110092,East Delhi,12,75.21678321678321,increasing,0.6644216247479093
110093,Shahdara,12,254.76923076923077,increasing,0.6015888493135318
110094,North West Delhi,12,523.2692307692308,increasing,0.6220823541766307
110095,East Delhi,12,190.98601398601397,increasing,0.6673064539482007
110096,East Delhi,12,-29.60139860139863,decreasing,0.7515459834295938
121001,Faridabad,12,397.4125874125874,increasing,0.6642015973248726
121002,Faridabad,12,214.9090909090909,increasing,0.6238722703548871
121003,Faridabad,12,151.486013986014,increasing,0.5965920802767652
121004,Faridabad,12,400.9230769230769,increasing,0.5527257612615794
121005,Faridabad,12,170.08041958041957,increasing,0.6015542678083471
121006,Faridabad,12,41.99300699300699,increasing,0.6011630967304327
121007,Faridabad,12,26.881118881118887,increasing,0.804846683714838
121008,Faridabad,12,23.335664335664337,increasing,0.826369131667976
121009,Faridabad,12,50.03496503496504,increasing,0.8445470104045079
121010,Faridabad,12,26.02447552447552,increasing,0.7894843347684402
121012,Faridabad,12,7.3881118881118875,increasing,0.7637844122801617
121013,Faridabad,12,32.19580419580419,increasing,0.6556119147349592
121014,Faridabad,12,4.06993006993007,increasing,1.1594773629105661
121101,Faridabad,12,68.69580419580419,increasing,0.5232231804316215
121102,Faridabad,12,372.32867132867136,increasing,0.6415266370709559
121103,Palwal,12,249.5104895104895,increasing,0.6294823772437477
121105,Palwal,12,114.23776223776224,increasing,0.5649645231213544
121106,Palwal,12,146.82867132867133,increasing,0.5432797621543775
121107,Palwal,12,89.0,increasing,0.6078778363800489
121705,Azamgarh,12,65.06993006993007,increasing,0.7836619649538046
122001,Gurgaon,12,363.7097902097902,increasing,0.6463677755984137
122002,Gurgaon,12,21.81818181818182,increasing,0.7115216109583636
122003,Gurgaon,12,66.76923076923077,increasing,0.8063618563393415
122004,Gurgaon,12,48.17482517482517,increasing,0.693833052768278
122005,Gurgaon,12,3.832167832167832,increasing,0.8712712398600118
122006,Gurgaon,12,50.02797202797203,increasing,0.758639071625783
122007,Gurgaon,12,1.9615384615384617,increasing,0.9980162646602296
122008,Gurgaon,12,4.286713286713286,increasing,0.8245299484171527
122009,Gurgaon,12,17.272727272727273,increasing,0.7707546451682679
122010,Gurgaon,12,7.0069930069930075,increasing,0.9567543170490217
122011,Gurgaon,12,26.468531468531467,increasing,0.7819426806955532
122015,Gurgaon,12,10.381118881118882,increasing,0.7115462764193431
122016,Gurgaon,12,13.248251748251748,increasing,0.7001122610806897
122017,Gurgaon,12,56.16433566433567,increasing,0.6769664525257225
122018,Gurgaon,12,58.60489510489511,increasing,0.7228986073989091
122051,Gurgaon,12,15.632867132867133,increasing,0.730535489769344
122052,Gurgaon,12,9.41958041958042,increasing,0.8184316234516021
122098,Gurgaon,12,3.7797202797202796,increasing,1.175608294626057
122101,Gurgaon,12,47.07692307692309,increasing,0.6288140582913405
122102,Gurgaon,12,28.118881118881113,increasing,0.7968207047324742
122103,Gurgaon,12,206.2972027972028,increasing,0.5437675129130932
122104,Mewat,12,210.13986013986013,increasing,0.6608298949605087
122105,Gurgaon,12,191.76923076923077,increasing,0.5370346935410142
122107,Rewari,12,230.8076923076923,increasing,0.5228387548684
122108,Mewat,12,218.25524475524477,increasing,0.553761150327988
122413,Gurgaon,12,29.632867132867133,increasing,0.640381883174815
122414,Gurgaon,12,28.66083916083916,increasing,0.5771183334311887
122502,Rewari,12,33.48251748251749,increasing,0.6142276293569113
122503,Gurgaon,12,38.85314685314685,increasing,0.6936084780515561
122504,Gurgaon,12,50.85664335664335,increasing,0.7502356145083123
122505,Gurgaon,12,56.15734265734265,increasing,0.7421359093094325
122506,Gurgaon,12,47.70979020979022,increasing,0.6369359053924811
122508,Mewat,12,544.0244755244755,increasing,0.5716966747917962
123001,Mahendragarh,12,244.17132867132867,increasing,0.5729804813421516
123003,Gurgaon,12,0.034965034965034975,increasing,2.23606797749979
123021,Mahendragarh,12,91.98601398601397,increasing,0.5585515724969465
123023,Mahendragarh,12,84.42307692307692,increasing,0.5702207549626161
123024,Mahendragarh,12,41.769230769230774,increasing,0.542170185599227
123027,Mahendragarh,12,74.14685314685315,increasing,0.5326014144775411
123028,Mahendragarh,12,25.125874125874123,increasing,0.5829476907170864
123029,Mahendragarh,12,103.36013986013985,increasing,0.5298298541194496
123034,Gurgaon,12,52.32517482517483,increasing,0.6522314850369982
123035,Gurgaon,12,36.22377622377622,increasing,0.714092730833303
123101,Rewari,12,39.66783216783217,increasing,0.6917212218268274
123102,Rewari,12,31.342657342657343,increasing,0.5304159131878107
123103,Rewari,12,20.46853146853147,increasing,0.7083539907327395
123106,Rewari,12,51.44055944055944,increasing,0.5778071359707015
123110,Rewari,12,10.972027972027973,increasing,0.6785138987012433
123301,Rewari,12,22.39160839160839,increasing,0.7113823169402229
123302,Rewari,12,53.62937062937063,increasing,0.6494843789899791
123303,Rewari,12,44.46503496503497,increasing,0.6171259200945659
123304,Rewari,12,0.9370629370629371,increasing,3.0430831453619205
123401,Rewari,12,229.75524475524475,increasing,0.6027914422628452
123411,Rewari,12,50.58741258741259,increasing,0.562711747739151
123412,Rewari,12,14.335664335664335,increasing,0.6190964676025189
123501,Rewari,12,94.51398601398603,increasing,0.6937158156094011
124001,Rohtak,12,192.00699300699299,increasing,0.5358632973318149
124021,Jhajjar,12,29.18881118881119,increasing,0.5081317264768647
124022,Rohtak,12,16.678321678321673,increasing,0.652396981171844
124102,Jhajjar,12,13.916083916083915,increasing,0.5592669942037793
124103,Jhajjar,12,88.67132867132867,increasing,0.5426550447411562
124104,Jhajjar,12,20.23426573426573,increasing,0.5897743808338829
124105,Jhajjar,12,30.975524475524477,increasing,0.6990872589465992
124106,Jhajjar,12,40.87762237762238,increasing,0.5879718951994425
124107,Jhajjar,12,18.688811188811187,increasing,0.5908804411350579
124108,Jhajjar,12,35.510489510489506,increasing,0.6484084534623485
124109,Jhajjar,12,33.30769230769231,increasing,0.5352384969801801
124111,Rohtak,12,26.146853146853147,increasing,0.69980195566396
124112,Rohtak,12,52.09090909090909,increasing,0.5325665557458157
124113,Rohtak,12,26.447552447552447,increasing,0.5222238100398096
124141,Jhajjar,12,0.020979020979020973,increasing,2.5495097567963922
124142,Jhajjar,12,21.32867132867133,increasing,0.6604853410699559
124146,Jhajjar,12,39.86363636363636,increasing,0.7448751967172053
124201,Rohtak,12,23.835664335664333,increasing,0.48859869318320404
124202,Rohtak,12,20.993006993006993,increasing,0.5157900813603533
124303,Rohtak,12,18.18881118881119,increasing,0.652136221994269
124401,Rohtak,12,24.79020979020979,increasing,0.6054773752929438
124404,Rohtak,12,9.062937062937063,increasing,0.5598818262034306
124406,Rohtak,12,14.713286713286712,increasing,0.5585271005104924
124411,Rohtak,12,20.74125874125874,increasing,0.6192843788191416
124412,Jhajjar,12,26.83916083916084,increasing,0.5500297909072782
124501,Rohtak,12,63.06293706293707,increasing,0.5256160319088773
124504,Jhajjar,12,12.171328671328672,increasing,0.5713771093555473
124505,Jhajjar,12,17.11888111888112,increasing,0.5314179969403298
124506,Jhajjar,12,9.786713286713287,increasing,0.535090596912474
124507,Jhajjar,12,226.82517482517483,increasing,0.5610235194450743
124513,Rohtak,12,14.454545454545455,increasing,0.5944418344855581
124514,Rohtak,12,45.090909090909086,increasing,0.557562416372271
125001,Hisar,12,279.513986013986,increasing,0.5330723998081978
125004,Hisar,12,15.863636363636367,increasing,0.5661434330980161
125005,Hisar,12,23.1958041958042,increasing,0.5346276058341498
125006,Hisar,12,11.737762237762238,increasing,0.5494359291607128
125011,Hisar,12,0.01748251748251748,increasing,2.3804761428476167
125033,Hisar,12,207.48951048951048,increasing,0.505568179145413
125037,Hisar,12,14.458041958041958,increasing,0.7227759686394458
125038,Hisar,12,28.16083916083916,increasing,0.6887218314933267
125039,Hisar,12,117.05944055944056,increasing,0.536428509449492
125042,Hisar,12,49.51048951048951,increasing,0.7293328775538588
125044,Hisar,12,21.06993006993007,increasing,0.6126318272683919
125047,Fatehabad,12,72.07342657342657,increasing,0.6910129950770956
125048,Hisar,12,47.83566433566433,increasing,0.7198070091766976
125049,Hisar,12,30.37062937062937,increasing,0.6010126374492832
125050,Hisar,12,224.38111888111888,increasing,0.5335204818044367
125051,Fatehabad,12,97.21678321678323,increasing,0.5522635559315805
125052,Fatehabad,12,128.85664335664336,increasing,0.6014310727999697
125053,Fatehabad,12,87.86713286713287,increasing,0.5547131261490366
125054,Sirsa,12,18.804195804195803,increasing,0.5578840093614752
125055,Sirsa,12,369.7272727272727,increasing,0.5303875751321722
125058,Sirsa,12,11.272727272727272,increasing,0.5752568902637485
125060,Sirsa,12,35.38461538461538,increasing,0.6121874600481727
125075,Sirsa,12,71.7027972027972,increasing,0.5256994978174198
125076,Sirsa,12,78.45104895104896,increasing,0.6191602428568398
125077,Sirsa,12,62.472027972027966,increasing,0.532407054117965
125078,Sirsa,12,81.1013986013986,increasing,0.8289351509201737
125101,Sirsa,12,29.381118881118883,increasing,0.7077875931288892
125102,Sirsa,12,61.45454545454545,increasing,0.5329075741357963
125103,Sirsa,12,62.63286713286713,increasing,0.5895222544020089
125104,Sirsa,12,98.45454545454545,increasing,0.5858374646574664
125106,Fatehabad,12,28.958041958041957,increasing,0.5628820670297302
125110,Sirsa,12,114.97202797202796,increasing,0.7650390304517642
125111,Fatehabad,12,59.6958041958042,increasing,0.5535155285603865
125112,Hisar,12,41.6993006993007,increasing,0.5671098165258831
125113,Fatehabad,12,62.108391608391614,increasing,0.568078437177043
125120,Fatehabad,12,73.6118881118881,increasing,0.5560256207963072
125121,Hisar,12,116.20979020979021,increasing,0.4769074022515657
125133,Fatehabad,12,21.11188811188811,increasing,0.6070389286457576
125201,Sirsa,12,81.4195804195804,increasing,0.6063098172261748
126101,Jind,12,53.912587412587406,increasing,0.7082512568530489
126102,Jind,12,174.17832167832168,increasing,0.5313097417743246
126110,Jind,12,17.811188811188813,increasing,0.5788914247034673
126111,Jind,12,25.17132867132867,increasing,0.5016083530865076
126112,Jind,12,74.7657342657343,increasing,0.5494210095426031
126113,Jind,12,42.38111888111888,increasing,0.6118517103459755
126114,Jind,12,48.506993006993,increasing,0.7305825088514575
126115,Jind,12,92.31818181818183,increasing,0.5349739316080656
126116,Jind,12,223.59090909090907,increasing,0.5190312469006296
126125,Jind,12,42.6993006993007,increasing,0.620658711709441
126152,Jind,12,46.18531468531469,increasing,0.6154969086088089
127020,Bhiwani,12,0.03146853146853147,increasing,3.3166247903554
127021,Bhiwani,12,207.95804195804195,increasing,0.5593261067303401
127022,Charkhi Dadri,12,32.04195804195804,increasing,0.6238311940436484
127025,Bhiwani,12,34.04545454545455,increasing,0.7713198702131759
127026,Charkhi Dadri,12,44.32167832167832,increasing,0.7922608051369168
127027,Bhiwani,12,16.444055944055943,increasing,0.6357101674077127
127028,Bhiwani,12,50.02447552447553,increasing,0.6995612829591258
127029,Bhiwani,12,21.09090909090909,increasing,0.5806923355873923
127030,Charkhi Dadri,12,32.41958041958042,increasing,0.556136180397561
127031,Bhiwani,12,32.94405594405595,increasing,0.556753395086528
127032,Bhiwani,12,55.84615384615385,increasing,0.5749848728304917
127035,Bhiwani,12,34.15384615384615,increasing,0.6605809678804305
127040,Bhiwani,12,61.07342657342657,increasing,0.6014130240496636
127041,Bhiwani,12,23.74825174825175,increasing,0.602036907905416
127042,Bhiwani,12,43.10139860139861,increasing,0.6200972298047015
127043,Bhiwani,12,32.3006993006993,increasing,0.5448184417902278
127045,Bhiwani,12,4.975524475524476,increasing,0.492740153393442
127046,Bhiwani,12,51.2062937062937,increasing,0.5876136223547347
127110,Bhiwani,12,10.153846153846155,increasing,0.6863827708753186
127111,Bhiwani,12,14.926573426573427,increasing,0.5436542555924084
127114,Bhiwani,12,27.293706293706293,increasing,0.6063126950192326
127201,Charkhi Dadri,12,90.44405594405593,increasing,0.5387868996565817
127306,Bhiwani,12,70.91258741258741,increasing,0.500836134335015
127307,Charkhi Dadri,12,24.335664335664333,increasing,0.6013965761246723
127308,Charkhi Dadri,12,71.3076923076923,increasing,0.6297242051869001
127309,Bhiwani,12,38.26573426573427,increasing,0.4923186021638666
127310,Bhiwani,12,50.60489510489511,increasing,0.6035231423651521
127311,Charkhi Dadri,12,1.1748251748251748,increasing,1.1532562594670797
127312,Charkhi Dadri,12,23.43006993006993,increasing,0.8499122804352683
131001,Sonipat,12,226.0874125874126,increasing,0.5577114975251903
131021,Sonipat,12,23.374125874125873,increasing,0.594802286197725
131022,Sonipat,12,19.56993006993007,increasing,0.7297457102193629
131023,Sonipat,12,35.22727272727273,increasing,0.5552209534269323
131024,Sonipat,12,10.853146853146852,increasing,0.692777219768952
131027,Sonipat,12,23.793706293706293,increasing,0.5357531120333183
131028,Sonipat,12,38.832167832167826,increasing,0.6648420807569955
131029,Sonipat,12,26.77972027972028,increasing,0.6640872850798979
131039,Sonipat,12,13.041958041958042,increasing,0.6225310370640511
131101,Sonipat,12,95.8006993006993,increasing,0.5665968694550959
131102,Sonipat,12,22.972027972027973,increasing,0.5966447305567133
131103,Sonipat,12,26.223776223776223,increasing,0.5618954696609311
131301,Sonipat,12,164.6853146853147,increasing,0.5164687749309096
131302,Sonipat,12,37.11188811188811,increasing,0.6925394146298793
131304,Sonipat,12,10.975524475524475,increasing,0.5512309169567899
131305,Sonipat,12,17.524475524475527,increasing,0.5015569432700464
131306,Sonipat,12,27.15734265734266,increasing,0.6576472355268347
131402,Sonipat,12,42.34965034965035,increasing,0.6779059728735883
131403,Sonipat,12,14.405594405594405,increasing,0.5667988709788102
131408,Sonipat,12,24.027972027972027,increasing,0.5578510968241458
131409,Sonipat,12,13.958041958041957,increasing,0.496533232321733
132001,Karnal,12,334.8951048951049,increasing,0.52996313719335
132022,Karnal,12,12.40909090909091,increasing,0.5503235290205963
132023,Karnal,12,16.954545454545453,increasing,0.6547803176873369
132024,Karnal,12,34.44755244755245,increasing,0.5794904841329571
132036,Karnal,12,31.433566433566433,increasing,0.5362512182673531
132037,Karnal,12,23.47202797202797,increasing,0.5472618232900758
132039,Karnal,12,52.04195804195804,increasing,0.5044816455422136
132040,Karnal,12,23.157342657342657,increasing,0.6123981879702735
132041,Karnal,12,72.06993006993007,increasing,0.5956559729556369
132046,Karnal,12,22.93006993006993,increasing,0.6265016598843182
132054,Karnal,12,51.29370629370629,increasing,0.7104112815152467
132101,Panipat,12,92.7202797202797,increasing,0.5751212541942357
132102,Panipat,12,12.709790209790208,increasing,0.6305429017874415
132103,Panipat,12,571.6958041958042,increasing,0.5441071253859288
132104,Panipat,12,42.04545454545455,increasing,0.6086160090522149
132105,Panipat,12,20.636363636363637,increasing,0.6160649048874246
132106,Panipat,12,3.8566433566433562,increasing,0.9415189725749612
132107,Panipat,12,47.37762237762237,increasing,0.5638981237900036
132108,Panipat,12,17.513986013986017,increasing,0.5259362698140256
132113,Panipat,12,45.19230769230769,increasing,0.5731624239490023
132114,Karnal,12,84.32517482517483,increasing,0.5315361486591911
132115,Panipat,12,16.195804195804197,increasing,0.6054486987744061
132116,Karnal,12,56.24475524475525,increasing,0.5279675544167056
132117,Karnal,12,23.821678321678323,increasing,0.6154649039992244
132122,Panipat,12,16.234265734265733,increasing,0.6309192050479581
132140,Panipat,12,23.076923076923077,increasing,0.6716774234402856
132145,Panipat,12,20.804195804195803,increasing,0.5302580948501134
132157,Karnal,12,40.53496503496503,increasing,0.6099277001695028
133001,Ambala,12,78.2972027972028,increasing,0.5715611513131033
133004,Ambala,12,25.552447552447553,increasing,0.5746127615206553
133005,Ambala,12,22.188811188811187,increasing,0.5553809744052693
133006,Ambala,12,5.405594405594405,increasing,0.6727949622466638
133021,Ambala,12,9.195804195804197,increasing,0.720403185167508
133101,Ambala,12,19.29020979020979,increasing,0.7003778138794348
133102,Ambala,12,20.758741258741257,increasing,0.62463938147991
133103,Yamuna Nagar,12,36.63636363636363,increasing,0.5731824989647891
133104,Ambala,12,21.937062937062937,increasing,0.5783652662426452
133105,Yamuna Nagar,12,4.765734265734266,increasing,0.71126201331034
133201,Ambala,12,31.188811188811187,increasing,0.5954918378669555
133202,Yamuna Nagar,12,21.32167832167832,increasing,0.5216470277847707
133203,Ambala,12,25.793706293706293,increasing,0.5155175919683669
133204,Yamuna Nagar,12,37.88461538461539,increasing,0.654582640538751
133205,Ambala,12,23.77272727272727,increasing,0.549507988856437
133206,Ambala,12,25.66783216783217,increasing,0.496352964977587
133301,Panchkula,12,10.090909090909092,increasing,0.6030108568340456
133302,Panchkula,12,39.53496503496504,increasing,0.6580097409110879
134002,Ambala,12,0.024475524475524472,increasing,3.3166247903554
134003,Ambala,12,184.7167832167832,increasing,0.5382437133686985
134007,Ambala,12,11.363636363636363,increasing,0.620681519077106
134011,Ambala,12,5.762237762237762,increasing,0.6240671182194956
134101,Panchkula,12,3.839160839160839,increasing,0.8944999767095209
134102,Panchkula,12,65.33916083916084,increasing,0.5567714917031806
134103,Panchkula,12,0.16433566433566435,increasing,1.158963013332259
134104,Panchkula,12,11.748251748251748,increasing,0.8224954252090378
134105,Panchkula,12,2.3846153846153846,increasing,0.9591663046625438
134107,Panchkula,12,14.961538461538462,increasing,0.6767602309085751
134108,Panchkula,12,12.909090909090908,increasing,0.6339152226508713
134109,Panchkula,12,51.17132867132867,increasing,0.6211761302514183
134112,Panchkula,12,24.566433566433567,increasing,0.6320312844487121
134113,Panchkula,12,21.104895104895107,increasing,0.6091312467975278
134114,Panchkula,12,13.608391608391608,increasing,0.7999014176969095
134115,Panchkula,12,5.038461538461538,increasing,0.6488556558405607
134116,Panchkula,12,43.14335664335665,increasing,0.6442413318627208
134117,Panchkula,12,10.388111888111888,increasing,0.7535167125830299
134118,Panchkula,12,46.69230769230769,increasing,0.5367808542819611
134201,Ambala,12,26.010489510489514,increasing,0.6411626350929529
134202,Ambala,12,28.363636363636363,increasing,0.6964249638872893
134203,Ambala,12,72.06293706293707,increasing,0.5256428229794586
134204,Panchkula,12,37.98601398601399,increasing,0.5844000251605896
134205,Panchkula,12,19.202797202797203,increasing,0.7804932906689862
135001,Yamunanagar,12,273.2132867132867,increasing,0.5245895298932951
135002,Yamuna Nagar,12,27.216783216783217,increasing,0.5703493647993597
135003,Yamunanagar,12,84.09790209790206,increasing,0.5596927741281135
135021,Yamuna Nagar,12,56.430069930069926,increasing,0.6078863232147131
135101,Yamuna Nagar,12,85.56293706293707,increasing,0.6626235072042823
135102,Ambala,12,61.99650349650349,increasing,0.5364490651261917
135103,Yamuna Nagar,12,85.9090909090909,increasing,0.5619599156352749
135106,Yamuna Nagar,12,24.024475524475523,increasing,0.5586743061376356
135133,Yamuna Nagar,12,87.12237762237763,increasing,0.6179496982729994
136020,Kaithal,12,24.94055944055944,increasing,0.4994912924600265
136021,Kaithal,12,22.06293706293706,increasing,0.6596509849546632
136026,Kaithal,12,25.814685314685317,increasing,0.6261713391594199
136027,Kaithal,12,290.8776223776224,increasing,0.5336700801955782
136030,Kurukshetra,12,21.255244755244757,increasing,0.5307078291411206
136033,Kaithal,12,42.97902097902098,increasing,0.606033051299346
136034,Kaithal,12,85.39160839160839,increasing,0.5324473945548774
136035,Kaithal,12,34.96853146853147,increasing,0.5312182326628545
136038,Kurukshetra,12,4.562937062937063,increasing,0.5761271054694239
136042,Kaithal,12,25.723776223776223,increasing,0.5225799697908083
136043,Kaithal,12,31.531468531468533,increasing,0.7272879822170016
136044,Kaithal,12,30.006993006993007,increasing,0.5423475076676898
136117,Kaithal,12,139.85664335664336,increasing,0.5477709424755556
136118,Kurukshetra,12,44.237762237762226,increasing,0.5976571827737192
136119,Kurukshetra,12,39.86363636363636,increasing,0.6288074469210421
136128,Kurukshetra,12,92.65034965034965,increasing,0.5560559770669852
136129,Kurukshetra,12,23.444055944055947,increasing,0.5975128357514248
136130,Kurukshetra,12,20.44055944055944,increasing,0.5644223459831335
136131,Kurukshetra,12,47.47902097902098,increasing,0.6114674587393667
136132,Kurukshetra,12,68.94755244755245,increasing,0.5611713778564466
136135,Kurukshetra,12,101.63286713286713,increasing,0.5196108288483912
136136,Kurukshetra,12,12.227272727272727,increasing,0.5090800064816576
136156,Kurukshetra,12,51.15734265734266,increasing,0.6036366605268224
140001,Rupnagar,12,87.7832167832168,increasing,0.6759551318952686
140101,Rupnagar,12,34.03496503496503,increasing,0.6235270384291185
140102,Fatehgarh Sahib,12,27.779720279720284,increasing,0.6663633000460732
140103,Rupnagar,12,53.70979020979021,increasing,0.5414637985823683
140108,Rupnagar,12,18.56993006993007,increasing,0.5774818143559775
140109,SAS Nagar (Mohali),12,6.84965034965035,increasing,0.49019930520863986
140110,S.A.S Nagar(Mohali),12,13.940559440559442,increasing,0.4890847756382469
140111,Rupnagar,12,25.02797202797203,increasing,0.5848579705617305
140112,Rupnagar,12,36.32167832167832,increasing,0.7521394057318688
140113,Rupnagar,12,27.986013986013987,increasing,0.7119455783330227
140114,Rupnagar,12,12.493006993006993,increasing,0.9703327771995861
140115,Rupnagar,12,10.965034965034965,increasing,0.7274028023377055
140116,Rupnagar,12,11.629370629370626,increasing,0.9556454169499593
140117,Rupnagar,12,53.692307692307686,increasing,0.6254638403901468
140118,Rupnagar,12,25.552447552447553,increasing,0.8976588550882475
140119,Rupnagar,12,24.70629370629371,increasing,0.6045709328149315
140123,Rupnagar,12,12.681818181818182,increasing,0.5817740868606515
140124,Rupnagar,12,26.363636363636363,increasing,0.7673441200692118
140125,Rupnagar,12,17.066433566433567,increasing,0.7063085964113764
140126,Rupnagar,12,24.104895104895107,increasing,0.5807872929338985
140133,Rupnagar,12,23.1993006993007,increasing,0.6381219668604518
140201,SAS Nagar (Mohali),12,30.982517482517483,increasing,0.6620565504089478
140301,S.A.S Nagar(Mohali),12,150.08041958041957,increasing,0.5835153139427827
140306,S.A.S Nagar(Mohali),12,44.447552447552454,increasing,0.614694347739954
140307,S.A.S Nagar(Mohali),12,51.82167832167832,increasing,0.6797510653630668
