pincode,district,state,avg_population,total_txn,months_active,monthly_std,monthly_mean,volatility_cv,txn_norm,population_norm,stability_norm,trust_gravity_score,trust_gravity_rank,trust_gravity_bucket
571442,Chamarajanagar,Karnataka,62267.666666666664,919.0,12,73.03480905248766,76.58333333333333,0.9536645360498933,0.50633608815427,0.028919555734330304,0.7247007616974973,0.6757125951166796,112,high_trust_gravity
515101,Anantapur,_Andhrapradesh,31376.916666666668,886.0,12,66.77075208003376,73.83333333333333,0.9043442719643399,0.4881542699724518,0.01457267533679498,0.7389382955706462,0.6753832898699705,113,high_trust_gravity
795002,Imphal East,Madhyapradesh,40405.333333333336,893.0,12,68.53726038153305,74.41666666666667,0.9209934205805111,0.4920110192837466,0.018765827464722638,0.7341321003529839,0.6745980283082859,114,high_trust_gravity
754005,Khordha,Odisha,42859.166666666664,889.0,12,67.39363111712794,74.08333333333333,0.9097003075427844,0.48980716253443524,0.019905484266477813,0.7373921412791441,0.6745193757349007,115,high_trust_gravity
795134,Bishnupur,Madhyapradesh,7286.333333333333,882.0,12,68.13289153625368,73.5,0.9269781161395059,0.4859504132231405,0.0033840600461273436,0.7324044675569821,0.6743424375861314,116,high_trust_gravity
160103,Chandigarh,Punjab,0.0,857.0,12,62.33408280217074,71.41666666666667,0.8728226296686684,0.4721763085399449,0.0,0.7480378099029987,0.6742925723090247,117,high_trust_gravity
795103,Chandel,Madhyapradesh,90277.66666666667,913.0,12,70.68169151308926,76.08333333333333,0.9290036124392894,0.503030303030303,0.04192850242338657,0.7318197571400208,0.6741148508779664,118,high_trust_gravity
493885,Dhamtari,Chhattisgarh,85277.58333333333,915.0,12,72.22077892885751,76.25,0.947157756444033,0.5041322314049587,0.03960626688164533,0.7265791071759978,0.6732409382675016,119,high_trust_gravity
825418,Giridih,Jharkhand,104778.91666666667,922.0,12,72.72967799052915,76.83333333333333,0.9465901690741322,0.5079889807162534,0.04866345380413191,0.7267429555363982,0.6732223849992269,120,high_trust_gravity
577101,Chickmagalur,Karnataka,67228.91666666667,903.0,12,70.7429726673836,75.25,0.9401059490682205,0.4975206611570248,0.031223755547292835,0.7286147886193473,0.6726547224279741,121,high_trust_gravity
795126,Senapati,Madhyapradesh,83521.66666666667,905.0,12,70.34132153401382,75.41666666666667,0.9327026059758737,0.4986225895316804,0.03879075005525861,0.730751949682982,0.6723851976672481,122,high_trust_gravity
515271,Anantapur,_Andhrapradesh,18380.916666666668,863.0,12,64.29542374968467,71.91666666666667,0.8940267497059282,0.47548209366391186,0.0085368213142682,0.7419167076972781,0.6719304255799541,123,high_trust_gravity
515631,Ananthapuramu,_Andhrapradesh,42454.666666666664,878.0,12,66.8904577150832,73.16666666666667,0.9142203787938478,0.4837465564738292,0.01971761854224635,0.7360873091023652,0.6713729848906017,124,high_trust_gravity
515411,Ananthapur,_Andhrapradesh,41900.75,887.0,12,69.27869714990229,73.91666666666667,0.9372540764361075,0.4887052341597796,0.01946035783582556,0.7294380533352697,0.67132860247208,125,high_trust_gravity
583125,Davanagere,Karnataka,92942.66666666667,889.0,12,66.88043379227159,74.08333333333333,0.9027730095694704,0.48980716253443524,0.043166233338286064,0.7393918799539689,0.6705671344567278,126,high_trust_gravity
713143,Barddhaman,Westbengal,0.0,840.0,12,60.80669819563093,70.0,0.8686671170804419,0.4628099173553719,0.0,0.7492374030587154,0.6704975538804678,127,high_trust_gravity
494334,Kanker,Chhattisgarh,84260.33333333333,892.0,12,68.359122997371,74.33333333333333,0.9196294573637355,0.4914600550964187,0.03913381593486052,0.734525842618169,0.6704143065227754,128,high_trust_gravity
400086,Mumbai,Maharashtra,0.0,869.0,12,68.18618672873605,72.41666666666667,0.9415814047696577,0.47878787878787876,0.0,0.7281888612461461,0.6703206468906966,129,high_trust_gravity
606201,Kallakurichi,Tamilnadu,67640.75,893.0,12,69.86930439735104,74.41666666666667,0.9388932281838885,0.4920110192837466,0.0314150271602207,0.7289648709838576,0.670259658089992,130,high_trust_gravity
735211,Jalpaiguri,Westbengal,46399.25,846.0,12,59.608571683792405,70.5,0.845511655089254,0.46611570247933887,0.021549638331388555,0.7559218091656267,0.6700147716573941,131,high_trust_gravity
799264,North Tripura,Tripura,13090.75,874.0,12,68.8302699443062,72.83333333333333,0.9450380312719386,0.4815426997245179,0.006079859652615608,0.7271910191253561,0.6699950996393846,132,high_trust_gravity
515144,Anantapur,_Andhrapradesh,20728.0,866.0,12,66.43771291194254,72.16666666666667,0.9206149595188342,0.47713498622589534,0.009626899213522245,0.7342413526509024,0.6697698373867643,133,high_trust_gravity
160055,Chandigarh,Punjab,6022.083333333333,844.0,12,62.064970845563174,70.33333333333333,0.8824403437757797,0.4650137741046832,0.002796892575522582,0.7452614149886339,0.6695383150780247,134,high_trust_gravity
400067,Mumbai Suburban,Maharashtra,0.0,862.0,12,67.09129916943347,71.83333333333333,0.9339856032867769,0.474931129476584,0.0,0.7303815802615723,0.6693525613560132,135,high_trust_gravity
224141,Ambedkar Nagar,Uttar Pradesh,74481.75,895.0,12,71.02938999051196,74.58333333333333,0.9523493630012777,0.4931129476584022,0.03459225687460249,0.7250804194543219,0.6687605218803732,136,high_trust_gravity
515871,Ananthapuramu,_Andhrapradesh,71923.75,886.0,12,68.96485710237872,73.83333333333333,0.9340612700096441,0.4881542699724518,0.03340422097204605,0.7303597371601642,0.6686144852992515,137,high_trust_gravity
495449,Bilaspur,Chhattisgarh,179719.08333333334,902.0,12,65.94878637429521,75.16666666666667,0.8773674462212222,0.49696969696969695,0.0834686174255406,0.7467258343729815,0.668296682181799,138,high_trust_gravity
