pincode,district,state,population,urban_flag,total_activity,activity_per_100k,district_activity_per_100k,is_service_desert,desert_severity_score,relative_gap_pct,priority_score,priority_rank
110025,South East Delhi,Delhi,131952.0,urban,645.0,488.81411422335395,488.81411422335395,False,0.0,0.0,0.0,0
110026,West Delhi,Delhi,0.0,unknown,328.0,inf,30.334748890419927,False,0.0,inf,0.0,0
110027,West Delhi,Delhi,0.0,unknown,355.0,inf,30.334748890419927,False,0.0,inf,0.0,0
110028,South West Delhi,Delhi,0.0,unknown,331.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110029,South West Delhi,Delhi,0.0,unknown,311.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110030,South West Delhi,Delhi,901261.0,urban,612.0,67.90485774930902,107.16988963572489,False,0.0,-36.63811917683169,0.0,0
110031,East Delhi,Delhi,21072.0,urban,351.0,1665.7175398633258,53.504411424860734,False,0.0,3013.2340222125176,0.0,0
110032,East Delhi,Delhi,662944.0,urban,1033.0,155.82009943524642,53.504411424860734,False,0.0,191.22850861386146,0.0,0
110033,North West Delhi,Delhi,0.0,unknown,363.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110034,North West Delhi,Delhi,0.0,unknown,358.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110035,North West Delhi,Delhi,0.0,unknown,345.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110036,North West Delhi,Delhi,1963934.0,urban,336.0,17.10851790335113,21.65020845331927,False,0.0,-20.977583471127435,0.0,0
110037,South West Delhi,Delhi,424442.0,urban,360.0,84.81724240296673,107.16988963572489,False,0.0,-20.857208408757142,0.0,0
110038,South West Delhi,Delhi,342546.0,urban,295.0,86.11982040368301,107.16988963572489,False,0.0,-19.64177559909036,0.0,0
110039,North West Delhi,Delhi,2310263.0,urban,354.0,15.322930765891154,21.65020845331927,False,0.0,-29.225019708565707,0.0,0
110040,North West Delhi,Delhi,963507.0,urban,370.0,38.401381619438155,21.65020845331927,False,0.0,77.37187936197772,0.0,0
110041,West Delhi,Delhi,7167167.0,urban,357.0,4.981047602211585,30.334748890419927,False,0.0,-83.57973022883779,0.0,0
110042,North West Delhi,Delhi,7332690.0,urban,358.0,4.882246487987356,21.65020845331927,False,0.0,-77.44942503203085,0.0,0
110043,South West Delhi,Delhi,4980340.0,urban,959.0,19.25571346534574,107.16988963572489,False,0.0,-82.03253401604057,0.0,0
110044,South Delhi,Delhi,4787557.0,urban,353.0,7.373280359899631,39.08818805579699,False,0.0,-81.13680698277818,0.0,0
110045,South West Delhi,Delhi,0.0,unknown,361.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110046,South West Delhi,Delhi,0.0,unknown,350.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110047,South Delhi,Delhi,1082006.0,urban,509.0,47.04225300044547,39.08818805579699,False,0.0,20.34902445028748,0.0,0
110048,South Delhi,Delhi,0.0,unknown,326.0,inf,39.08818805579699,False,0.0,inf,0.0,0
110049,South Delhi,Delhi,0.0,unknown,313.0,inf,39.08818805579699,False,0.0,inf,0.0,0
110051,East Delhi,Delhi,0.0,unknown,354.0,inf,53.504411424860734,False,0.0,inf,0.0,0
110052,North West Delhi,Delhi,0.0,unknown,354.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110053,East Delhi,Delhi,1527059.0,urban,1315.0,86.11324120417089,53.504411424860734,False,0.0,60.946058298584546,0.0,0
110054,North Delhi,Delhi,0.0,unknown,333.0,inf,132.64965096149874,False,0.0,inf,0.0,0
110055,Central Delhi,Delhi,0.0,unknown,345.0,inf,inf,False,0.0,,0.0,0
110056,North West Delhi,Delhi,0.0,unknown,278.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110057,South West Delhi,Delhi,304622.0,urban,316.0,103.73512090393997,107.16988963572489,False,0.0,-3.204975523871343,0.0,0
110058,West Delhi,Delhi,0.0,unknown,341.0,inf,30.334748890419927,False,0.0,inf,0.0,0
110059,West Delhi,Delhi,3164219.0,urban,371.0,11.724852167312061,30.334748890419927,False,0.0,-61.34844494785019,0.0,0
110060,Central Delhi,Delhi,0.0,unknown,295.0,inf,inf,False,0.0,,0.0,0
110061,South West Delhi,Delhi,74288.0,rural,339.0,456.3321128580659,107.16988963572489,False,0.0,325.80254062886377,0.0,0
110062,South Delhi,Delhi,0.0,unknown,363.0,inf,39.08818805579699,False,0.0,inf,0.0,0
110063,West Delhi,Delhi,0.0,unknown,353.0,inf,30.334748890419927,False,0.0,inf,0.0,0
110064,South West Delhi,Delhi,0.0,unknown,556.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110065,South Delhi,Delhi,0.0,unknown,346.0,inf,39.08818805579699,False,0.0,inf,0.0,0
110066,South West Delhi,Delhi,0.0,unknown,287.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110067,South West Delhi,Delhi,0.0,unknown,334.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110068,South Delhi,Delhi,678227.0,urban,329.0,48.50883258849913,39.08818805579699,False,0.0,24.101000842644606,0.0,0
110069,Central Delhi,Delhi,0.0,unknown,5.0,inf,inf,False,0.0,,0.0,0
110070,South West Delhi,Delhi,0.0,unknown,338.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110071,South West Delhi,Delhi,834460.0,rural,334.0,40.0258850034753,107.16988963572489,True,67.14400463224959,-62.65193037006475,915.4777032940051,476
110072,South West Delhi,Delhi,350238.0,urban,311.0,88.79676105962231,107.16988963572489,False,0.0,-17.14392786868927,0.0,0
110073,South West Delhi,Delhi,866623.0,rural,318.0,36.69415651327047,107.16988963572489,True,70.47573312245441,-65.76075925990452,963.5696285075619,424
110074,South Delhi,Delhi,1822247.0,urban,360.0,19.75582892988711,39.08818805579699,False,0.0,-49.458314870757455,0.0,0
110075,South West Delhi,Delhi,0.0,unknown,352.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110076,South Delhi,Delhi,2121160.0,urban,357.0,16.830413547304303,39.08818805579699,False,0.0,-56.94245657209925,0.0,0
110077,South West Delhi,Delhi,0.0,unknown,345.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110078,South West Delhi,Delhi,0.0,unknown,357.0,inf,107.16988963572489,False,0.0,inf,0.0,0
110080,South Delhi,Delhi,3865823.0,urban,342.0,8.846757857253163,39.08818805579699,False,0.0,-77.36718354755986,0.0,0
110081,North West Delhi,Delhi,2511830.0,urban,365.0,14.531238180927849,21.65020845331927,False,0.0,-32.88176318367035,0.0,0
110082,North West Delhi,Delhi,1074620.0,rural,337.0,31.359922577283132,21.65020845331927,False,0.0,44.84813227040885,0.0,0
110083,North West Delhi,Delhi,1653.0,rural,350.0,21173.62371445856,21.65020845331927,False,0.0,97698.70600373992,0.0,0
110084,North Delhi,Delhi,1065212.0,urban,363.0,34.077723495416876,132.64965096149874,False,0.0,-74.3099787685775,0.0,0
110085,North West Delhi,Delhi,95511.0,urban,355.0,371.68493681356074,21.65020845331927,False,0.0,1616.773016827819,0.0,0
110086,North West Delhi,Delhi,10177469.0,urban,360.0,3.537225217782535,21.65020845331927,False,0.0,-83.66193459333539,0.0,0
110087,West Delhi,Delhi,0.0,unknown,322.0,inf,30.334748890419927,False,0.0,inf,0.0,0
110088,North West Delhi,Delhi,0.0,unknown,340.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110089,North West Delhi,Delhi,0.0,unknown,344.0,inf,21.65020845331927,False,0.0,inf,0.0,0
110090,North East Delhi,Delhi,7019316.0,urban,263.0,3.746803819631428,3.746803819631428,False,0.0,0.0,0.0,0
110091,East Delhi,Delhi,0.0,unknown,366.0,inf,53.504411424860734,False,0.0,inf,0.0,0
110092,East Delhi,Delhi,0.0,unknown,356.0,inf,53.504411424860734,False,0.0,inf,0.0,0
110093,Shahdara,Delhi,4719910.0,urban,1074.0,22.754671169577385,22.754671169577385,False,0.0,0.0,0.0,0
110094,North West Delhi,Delhi,6039342.0,urban,1106.0,18.31325333124039,21.65020845331927,False,0.0,-15.413039229039294,0.0,0
110095,East Delhi,Delhi,0.0,unknown,693.0,inf,53.504411424860734,False,0.0,inf,0.0,0
110096,East Delhi,Delhi,6806873.0,urban,357.0,5.244698997616085,53.504411424860734,False,0.0,-90.19763257281784,0.0,0
121001,Faridabad,Gujrat,0.0,unknown,311.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121002,Faridabad,Gujrat,147352.0,rural,313.0,212.41652641294317,84.93878036502738,False,0.0,150.08191252579294,0.0,0
121003,Faridabad,Gujrat,0.0,unknown,313.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121004,Faridabad,Gujrat,1956207.0,rural,595.0,30.41600403229311,84.93878036502738,True,54.522776332734274,-64.19067485831647,789.8452060195235,630
121005,Faridabad,Gujrat,0.0,unknown,309.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121006,Faridabad,Gujrat,0.0,unknown,309.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121007,Faridabad,Gujrat,0.0,unknown,276.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121008,Faridabad,Gujrat,0.0,unknown,274.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121009,Faridabad,Gujrat,0.0,unknown,283.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121010,Faridabad,Gujrat,0.0,unknown,271.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121012,Faridabad,Gujrat,0.0,unknown,203.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121013,Faridabad,Gujrat,0.0,unknown,282.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121014,Faridabad,Gujrat,0.0,unknown,114.0,inf,84.93878036502738,False,0.0,inf,0.0,0
121101,Faridabad,Gujrat,809538.0,rural,300.0,37.05817392142185,84.93878036502738,True,47.88060644360554,-56.37072517151407,651.3783147485979,805
121102,Faridabad,Gujrat,2627364.0,rural,553.0,21.04771169887385,84.93878036502738,True,63.89106866615353,-75.22013901256814,944.4053204097034,439
121103,Palwal,Gujrat,1263509.0,rural,330.0,26.117740356420097,38.07576764027498,False,0.0,-31.405873144383246,0.0,0
121105,Palwal,Gujrat,958540.0,rural,317.0,33.07112900870073,38.07576764027498,False,0.0,-13.143894244906967,0.0,0
121106,Palwal,Gujrat,704974.0,rural,373.0,52.90975270009958,38.07576764027498,False,0.0,38.95912276797755,0.0,0
121107,Palwal,Gujrat,579144.0,rural,315.0,54.39061787741909,38.07576764027498,False,0.0,42.848381656492016,0.0,0
121705,Azamgarh,Uttar Pradesh,0.0,unknown,326.0,inf,27.152155364929193,False,0.0,inf,0.0,0
122001,Gurgaon,Gujrat,166310.0,rural,307.0,184.59503337141481,121.16671847180106,False,0.0,52.347967907024994,0.0,0
122002,Gurgaon,Gujrat,0.0,unknown,303.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122003,Gurgaon,Gujrat,165361.0,rural,297.0,179.6070415636093,121.16671847180106,False,0.0,48.2313326867963,0.0,0
122004,Gurgaon,Gujrat,425768.0,rural,310.0,72.80960523101784,121.16671847180106,False,0.0,-39.90956745439738,0.0,0
122005,Gurgaon,Gujrat,0.0,unknown,134.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122006,Gurgaon,Gujrat,0.0,unknown,300.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122007,Gurgaon,Gujrat,0.0,unknown,75.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122008,Gurgaon,Gujrat,0.0,unknown,151.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122009,Gurgaon,Gujrat,0.0,unknown,250.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122010,Gurgaon,Gujrat,0.0,unknown,167.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122011,Gurgaon,Gujrat,0.0,unknown,269.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122015,Gurgaon,Gujrat,0.0,unknown,251.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122016,Gurgaon,Gujrat,0.0,unknown,238.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122017,Gurgaon,Gujrat,0.0,unknown,309.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122018,Gurgaon,Gujrat,0.0,unknown,298.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122051,Gurgaon,Gujrat,0.0,unknown,263.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122052,Gurgaon,Gujrat,0.0,unknown,218.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122098,Gurgaon,Gujrat,0.0,unknown,98.0,inf,121.16671847180106,False,0.0,inf,0.0,0
122101,Gurgaon,Gujrat,216694.0,rural,308.0,142.13591516147196,121.16671847180106,False,0.0,17.30606964861479,0.0,0
122102,Gurgaon,Gujrat,351106.0,rural,307.0,87.43798169213855,121.16671847180106,False,0.0,-27.83663468406314,0.0,0
122103,Gurgaon,Gujrat,1540576.0,rural,614.0,39.855222981534176,121.16671847180106,True,81.31149549026688,-67.10712026850044,1158.499158140687,290
122104,Mewat,Gujrat,964550.0,rural,303.0,31.413612565445025,16.614202628090542,False,0.0,89.07685953180992,0.0,0
122105,Gurgaon,Gujrat,1015841.0,rural,460.0,45.28267711187085,121.16671847180106,True,75.88404135993021,-62.62779277759394,1049.5695066906283,352
122107,Rewari,Gujrat,1720472.0,rural,593.0,34.46728572159268,59.78929531254929,False,0.0,-42.352079011109744,0.0,0
122108,Mewat,Gujrat,1509091.0,rural,305.0,20.210842155973364,16.614202628090542,False,0.0,21.647981599801764,0.0,0
122413,Gurgaon,Gujrat,253341.0,rural,298.0,117.62801915205198,121.16671847180106,False,0.0,-2.9205208859169036,0.0,0
122414,Gurgaon,Gujrat,358292.0,rural,429.0,119.73474149576323,121.16671847180106,False,0.0,-1.1818236840103022,0.0,0
122502,Rewari,Gujrat,578772.0,rural,499.0,86.21702501157623,59.78929531254929,False,0.0,44.20144034291698,0.0,0
122503,Gurgaon,Gujrat,451366.0,rural,301.0,66.68645843949257,121.16671847180106,False,0.0,-44.963056455958736,0.0,0
122504,Gurgaon,Gujrat,113301.0,rural,288.0,254.19016601795215,121.16671847180106,False,0.0,109.78546685417531,0.0,0
122505,Gurgaon,Gujrat,438957.0,rural,317.0,72.21664080991988,121.16671847180106,False,0.0,-40.39894640975463,0.0,0
122506,Gurgaon,Gujrat,337508.0,rural,287.0,85.03502139208553,121.16671847180106,False,0.0,-29.81981977841911,0.0,0
122508,Mewat,Gujrat,3172131.0,rural,330.0,10.403101259058973,16.614202628090542,False,0.0,-37.38428805803849,0.0,0
123001,Mahendragarh,Gujrat,1472152.0,rural,303.0,20.582113803465948,35.87441194936612,False,0.0,-42.62731377307044,0.0,0
123003,Gurgaon,Gujrat,0.0,unknown,2.0,inf,121.16671847180106,False,0.0,inf,0.0,0
123021,Mahendragarh,Gujrat,1105267.0,rural,301.0,27.233238665408447,35.87441194936612,False,0.0,-24.087289001849012,0.0,0
123023,Mahendragarh,Gujrat,803634.0,rural,312.0,38.82364359895177,35.87441194936612,False,0.0,8.220989527990744,0.0,0
123024,Mahendragarh,Gujrat,301479.0,rural,291.0,96.5241360094733,35.87441194936612,False,0.0,169.06123547254083,0.0,0
123027,Mahendragarh,Gujrat,755047.0,rural,304.0,40.26239426154928,35.87441194936612,False,0.0,12.231510075695319,0.0,0
123028,Mahendragarh,Gujrat,332217.0,rural,284.0,85.48629359725722,35.87441194936612,False,0.0,138.2932261521508,0.0,0
123029,Mahendragarh,Gujrat,1097896.0,rural,310.0,28.235825615540996,35.87441194936612,False,0.0,-21.292575735057014,0.0,0
123034,Gurgaon,Gujrat,815733.0,rural,294.0,36.041204658877355,121.16671847180106,True,85.12551381292371,-70.25486444343613,1158.715180426138,289
123035,Gurgaon,Gujrat,331136.0,rural,316.0,95.42906841901817,121.16671847180106,False,0.0,-21.241517784252594,0.0,0
123101,Rewari,Gujrat,293547.0,rural,286.0,97.42903180751294,59.78929531254929,False,0.0,62.953972443062675,0.0,0
123102,Rewari,Gujrat,185042.0,rural,270.0,145.91281979226338,59.78929531254929,False,0.0,144.0450569445622,0.0,0
123103,Rewari,Gujrat,272421.0,rural,258.0,94.70635523693107,59.78929531254929,False,0.0,58.40018642443001,0.0,0
123106,Rewari,Gujrat,484136.0,rural,292.0,60.31363088057901,59.78929531254929,False,0.0,0.8769723163465118,0.0,0
123110,Rewari,Gujrat,56253.0,rural,229.0,407.0893996764617,59.78929531254929,False,0.0,580.8733863618843,0.0,0
123301,Rewari,Gujrat,37958.0,rural,246.0,648.0847252226146,59.78929531254929,False,0.0,983.9477565921183,0.0,0
123302,Rewari,Gujrat,294769.0,rural,263.0,89.22240805512112,59.78929531254929,False,0.0,49.228064302664656,0.0,0
123303,Rewari,Gujrat,54231.0,rural,269.0,496.02625804429204,59.78929531254929,False,0.0,729.6238573331707,0.0,0
123304,Rewari,Gujrat,0.0,unknown,15.0,inf,59.78929531254929,False,0.0,inf,0.0,0
123401,Rewari,Gujrat,1416179.0,rural,322.0,22.737238724765724,59.78929531254929,True,37.05205658778357,-61.9710541729811,524.7858276707361,970
123411,Rewari,Gujrat,787715.0,rural,298.0,37.830941393778204,59.78929531254929,False,0.0,-36.72622967704088,0.0,0
123412,Rewari,Gujrat,237171.0,rural,251.0,105.83081405399479,59.78929531254929,False,0.0,77.00629101039388,0.0,0
123501,Rewari,Gujrat,903715.0,rural,287.0,31.757799748814612,59.78929531254929,False,0.0,-46.88380322464027,0.0,0
124001,Rohtak,Gujrat,0.0,unknown,323.0,inf,84.3629223680727,False,0.0,inf,0.0,0
124021,Jhajjar,Gujrat,206882.0,rural,389.0,188.02989143569764,81.58626028666168,False,0.0,130.46759439032425,0.0,0
124022,Rohtak,Gujrat,383820.0,rural,251.0,65.39523735084154,84.3629223680727,False,0.0,-22.483437610750094,0.0,0
124102,Jhajjar,Gujrat,218276.0,rural,249.0,114.07575729809965,81.58626028666168,False,0.0,39.82226528986963,0.0,0
124103,Jhajjar,Gujrat,567874.0,rural,307.0,54.0612882435188,81.58626028666168,False,0.0,-33.737264027583905,0.0,0
124104,Jhajjar,Gujrat,387627.0,rural,267.0,68.88065072866442,81.58626028666168,False,0.0,-15.573222149605586,0.0,0
124105,Jhajjar,Gujrat,564334.0,rural,270.0,47.844007272289105,81.58626028666168,False,0.0,-41.357764035041825,0.0,0
124106,Jhajjar,Gujrat,703205.0,rural,281.0,39.959897896061605,81.58626028666168,True,41.62636239060008,-51.021289913695746,560.4325821075557,921
124107,Jhajjar,Gujrat,264720.0,rural,270.0,101.99456029011785,81.58626028666168,False,0.0,25.014383465732475,0.0,0
124108,Jhajjar,Gujrat,280700.0,rural,300.0,106.87566797292483,81.58626028666168,False,0.0,30.997140446695585,0.0,0
124109,Jhajjar,Gujrat,527281.0,rural,295.0,55.94739806668551,81.58626028666168,False,0.0,-31.42546567264072,0.0,0
124111,Rohtak,Gujrat,171364.0,rural,255.0,148.8060502789384,84.3629223680727,False,0.0,76.3879748376928,0.0,0
124112,Rohtak,Gujrat,682128.0,rural,297.0,43.540215326155796,84.3629223680727,False,0.0,-48.38939417462183,0.0,0
124113,Rohtak,Gujrat,293151.0,rural,268.0,91.4204624920263,84.3629223680727,False,0.0,8.36568948282965,0.0,0
124141,Jhajjar,Gujrat,0.0,unknown,2.0,inf,81.58626028666168,False,0.0,inf,0.0,0
124142,Jhajjar,Gujrat,338528.0,rural,239.0,70.59977313545704,81.58626028666168,False,0.0,-13.466099699388714,0.0,0
124146,Jhajjar,Gujrat,484222.0,rural,260.0,53.69437985056441,81.58626028666168,False,0.0,-34.186982389064404,0.0,0
124201,Rohtak,Gujrat,199131.0,rural,433.0,217.44479764577088,84.3629223680727,False,0.0,157.7492475865953,0.0,0
124202,Rohtak,Gujrat,143800.0,rural,381.0,264.951321279555,84.3629223680727,False,0.0,214.06133623913703,0.0,0
124303,Rohtak,Gujrat,282618.0,rural,266.0,94.11997820379453,84.3629223680727,False,0.0,11.56557355037099,0.0,0
124401,Rohtak,Gujrat,855316.0,rural,265.0,30.98270113034247,84.3629223680727,True,53.38022123773023,-63.27450465126617,729.1325826536878,710
124404,Rohtak,Gujrat,248304.0,rural,326.0,131.29067594561505,84.3629223680727,False,0.0,55.62604075377815,0.0,0
124406,Rohtak,Gujrat,225304.0,rural,249.0,110.51734545325428,84.3629223680727,False,0.0,31.00227250434815,0.0,0
124411,Rohtak,Gujrat,181443.0,rural,240.0,132.27294522246655,84.3629223680727,False,0.0,56.79037841454089,0.0,0
124412,Jhajjar,Gujrat,342666.0,rural,392.0,114.39710972200335,81.58626028666168,False,0.0,40.21614585600245,0.0,0
124501,Rohtak,Gujrat,968632.0,rural,554.0,57.1940633801072,84.3629223680727,False,0.0,-32.204739031477175,0.0,0
124504,Jhajjar,Gujrat,265414.0,rural,240.0,90.42477035876028,81.58626028666168,False,0.0,10.833331545095447,0.0,0
124505,Jhajjar,Gujrat,236827.0,rural,273.0,115.2740185874077,81.58626028666168,False,0.0,41.29097005106083,0.0,0
124506,Jhajjar,Gujrat,198169.0,rural,211.0,106.47477657958612,81.58626028666168,False,0.0,30.505769237952666,0.0,0
124507,Jhajjar,Gujrat,0.0,unknown,313.0,inf,81.58626028666168,False,0.0,inf,0.0,0
124513,Rohtak,Gujrat,284562.0,rural,241.0,84.69156106577829,84.3629223680727,False,0.0,0.3895534773816221,0.0,0
124514,Rohtak,Gujrat,568620.0,rural,281.0,49.417888924061764,84.3629223680727,False,0.0,-41.422265212135365,0.0,0
125001,Hisar,Gujrat,0.0,unknown,325.0,inf,56.161534820918185,False,0.0,inf,0.0,0
125004,Hisar,Gujrat,669043.0,rural,273.0,40.80455217377657,56.161534820918185,False,0.0,-27.344307266726766,0.0,0
125005,Hisar,Gujrat,802972.0,rural,271.0,33.74962016110151,56.161534820918185,False,0.0,-39.90616483556113,0.0,0
125006,Hisar,Gujrat,132436.0,rural,266.0,200.85173215741943,56.161534820918185,False,0.0,257.63219932979695,0.0,0
125011,Hisar,Gujrat,0.0,unknown,3.0,inf,56.161534820918185,False,0.0,inf,0.0,0
125033,Hisar,Gujrat,1359081.0,rural,305.0,22.441635193193047,56.161534820918185,True,33.71989962772514,-60.04091543304061,476.2032139153728,1039
125037,Hisar,Gujrat,175553.0,rural,221.0,125.88790849487049,56.161534820918185,False,0.0,124.15325524184517,0.0,0
125038,Hisar,Gujrat,413409.0,rural,246.0,59.50523573507108,56.161534820918185,False,0.0,5.9537206823405535,0.0,0
125039,Hisar,Gujrat,1067101.0,rural,299.0,28.019840671126722,56.161534820918185,True,28.141694149791462,-50.10848481888297,390.6195789540162,1198
125042,Hisar,Gujrat,209292.0,rural,279.0,133.3065764577719,56.161534820918185,False,0.0,137.36277308454171,0.0,0
125044,Hisar,Gujrat,344793.0,rural,293.0,84.97852334589159,56.161534820918185,False,0.0,51.31089920683595,0.0,0
125047,Fatehabad,Gujrat,790529.0,rural,535.0,67.6762016320717,44.23820863492183,False,0.0,52.98133382970622,0.0,0
125048,Hisar,Gujrat,404665.0,rural,409.0,101.07125647140228,56.161534820918185,False,0.0,79.96526767597672,0.0,0
125049,Hisar,Gujrat,215252.0,rural,275.0,127.75723338226823,56.161534820918185,False,0.0,127.48173423259648,0.0,0
125050,Hisar,Gujrat,870539.0,rural,457.0,52.49621211686094,56.161534820918185,False,0.0,-6.526393403856981,0.0,0
125051,Fatehabad,Gujrat,1342427.0,rural,302.0,22.49656778357408,44.23820863492183,False,0.0,-49.146747850419985,0.0,0
125052,Fatehabad,Gujrat,937719.0,rural,382.0,40.73715046831727,44.23820863492183,False,0.0,-7.914104740309974,0.0,0
125053,Fatehabad,Gujrat,880488.0,rural,350.0,39.75068371175984,44.23820863492183,False,0.0,-10.144002349180841,0.0,0
125054,Sirsa,Gujrat,114141.0,rural,262.0,229.54065585547698,55.85701976122662,False,0.0,310.94325625803185,0.0,0
125055,Sirsa,Gujrat,1359131.0,rural,335.0,24.648102353636258,55.85701976122662,True,31.20891740759036,-55.872865292491234,440.7434675540577,1107
125058,Sirsa,Gujrat,173515.0,rural,226.0,130.24810535112238,55.85701976122662,False,0.0,133.18126514428656,0.0,0
125060,Sirsa,Gujrat,294672.0,rural,265.0,89.9304989954933,55.85701976122662,False,0.0,61.00124815094221,0.0,0
125075,Sirsa,Gujrat,531486.0,rural,288.0,54.187692620313605,55.85701976122662,False,0.0,-2.9885718000153356,0.0,0
125076,Sirsa,Gujrat,255773.0,rural,278.0,108.69012757405982,55.85701976122662,False,0.0,94.58633496502354,0.0,0
125077,Sirsa,Gujrat,447129.0,rural,292.0,65.30553822275004,55.85701976122662,False,0.0,16.91554347495309,0.0,0
125078,Sirsa,Gujrat,559792.0,rural,258.0,46.088547174664875,55.85701976122662,False,0.0,-17.48835263377687,0.0,0
125101,Sirsa,Gujrat,79222.0,rural,239.0,301.6838756910959,55.85701976122662,False,0.0,440.1002004416123,0.0,0
125102,Sirsa,Gujrat,182143.0,rural,289.0,158.6665422223198,55.85701976122662,False,0.0,184.05837422149554,0.0,0
125103,Sirsa,Gujrat,539750.0,rural,283.0,52.431681333950905,55.85701976122662,False,0.0,-6.132332949230179,0.0,0
125104,Sirsa,Gujrat,781496.0,rural,296.0,37.876073581950514,55.85701976122662,False,0.0,-32.19102318050568,0.0,0
